pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50,pc51,pc52,pc53,pc54,pc55,pc56,pc57,pc58,pc59,pc60,pc61,pc62,pc63,pc64,pc65,pc66,pc67,pc68,pc69,pc70,pc71,pc72,pc73,pc74,pc75,pc76,pc77,pc78,pc79,pc80,pc81,pc82,pc83,pc84,pc85,pc86,pc87,pc88,pc89,pc90,pc91,pc92,pc93,pc94,pc95,pc96,pc97,pc98,pc99,pc100,pc101,pc102,pc103,pc104,pc105,pc106,pc107,pc108,pc109,pc110,pc111,pc112,pc113,pc114,pc115,pc116,pc117,pc118,pc119,pc120,pc121,pc122,pc123,pc124,pc125,pc126,pc127,pc128,pc129,pc130,pc131,pc132,pc133,pc134,pc135,pc136,pc137,pc138,pc139,pc140,pc141,pc142,pc143,pc144,pc145,pc146,pc147,pc148,pc149,pc150,pc151,pc152,pc153,pc154,pc155,pc156,pc157,pc158,pc159,target
-127.70083,21.869156,-30.042175,10.542491,3.599746,-13.47716,20.74313,-6.554082,-4.8277655,5.1481686,4.517121,5.783436,4.1025624,-1.2073301,-0.928152,2.5619202,-15.204023,5.591391,-8.59526,4.457645,8.278535,-7.4302697,-12.892786,5.7719135,11.502299,-1.4084116,4.5031457,-4.8764424,0.9067903,-3.29523,5.87856,7.528841,-2.9233515,0.5172344,-0.54737216,1.0664595,-3.2000768,-0.17844777,-2.6836274,-3.1282256,9.8139305,0.038986914,-3.782717,-1.7422904,-0.34720108,1.4517542,-4.063376,-4.6485343,2.5582712,-2.530105,-7.0626626,-7.293664,-1.6602309,-1.1378821,2.0769289,2.672062,2.5782783,1.4427804,4.3348966,1.5623611,-0.23579097,-7.1014075,2.998641,-4.0561438,4.6801767,-0.8136359,-0.21029867,3.0322134,-1.927219,-4.773492,-0.98536515,0.12459962,-5.202768,5.461851,-1.2612504,1.6800119,3.5180533,-3.1570506,1.9960854,2.932303,5.033358,-3.5731218,1.7308666,0.546062,0.34273198,1.976009,1.1927043,3.0304885,3.695446,2.4172914,-2.78457,-1.0732372,-4.756113,3.6405587,0.61530787,-2.6032693,2.7928436,2.2368553,3.7058833,2.7652054,1.5630667,0.6784667,2.0681226,-0.5590366,-0.4289365,-1.1361647,3.142726,1.0489308,-0.17727481,2.9626052,-2.8567216,0.9139135,-1.7663398,-3.676482,-0.94021213,0.43797976,1.1801363,0.5651791,-2.865371,4.1614604,-1.224422,-5.4788384,0.61811197,-3.13508,-2.0693727,0.71684897,1.6733803,-1.4534233,0.45191702,-2.8171532,-1.0794253,1.7791339,1.0154672,-5.4083734,-0.15513647,-5.3825355,-2.1184433,0.38558063,-0.28208163,-2.4577358,-1.0171472,2.285741,1.695832,0.3445233,-0.45322746,-2.3784842,-2.737661,-1.2770147,1.1763334,0.6046116,-0.067682706,0.78258586,0.20916358,-0.35467875,-0.58191717,-1.19608,-3.2194176,0.099870056,0.83133924,-0.43253398,senior
12.6037245,-44.332424,-9.281737,-12.737533,38.07758,5.198336,-16.433222,-5.898823,-42.83476,7.177703,17.85511,22.860453,-14.694581,-10.350857,4.451626,-13.031385,-21.575861,-15.52746,3.7683215,0.6890069,-2.6222835,13.225252,-2.667113,-6.6878376,-2.7922492,3.505513,-0.2851414,0.7612814,-5.0289693,-3.742704,4.623536,-5.2871246,-3.3281147,-6.486765,7.443633,10.502919,-20.50928,0.4044294,3.5042453,5.7216444,4.4537907,-6.9589,-10.459764,15.855411,-12.305391,6.5635095,-2.218986,7.3938575,-3.5072856,-5.2762747,3.331446,3.437003,-2.936711,-3.5516937,-6.3004394,-6.1676273,7.002047,2.706862,3.4577048,8.572157,-7.7559123,-3.3217692,7.938157,-1.2649012,4.405204,6.4062505,10.031838,3.8367052,-11.704151,-8.389316,1.383259,8.136944,-5.722174,0.6547587,-2.8470185,1.9766893,-4.4249296,1.136538,-0.15021604,1.6250829,5.34689,0.44477892,-1.7887529,3.6328332,-0.27440813,-1.7987669,-1.520703,-6.0425496,0.18905762,-0.17175074,-0.102371655,1.9032999,-3.2752337,6.0464997,6.4339724,-0.97636336,0.90422344,-2.5950139,-2.2531343,6.0117393,-1.106424,-4.6714067,2.0301058,-3.2238128,-0.7536423,-0.64215004,2.8109083,4.067687,0.25475413,0.11651514,-0.48761994,-4.418655,2.4987297,-2.7633708,0.44730467,-1.0304981,-0.5920525,0.5091263,-4.120326,2.2931163,-0.22347641,-4.119818,0.28224522,-3.0270517,-3.2580538,4.054517,-7.0863013,-0.2882726,2.6418254,-0.42611977,-1.551139,1.4702052,-0.018087225,1.603814,-0.6368692,0.91518915,-0.90537274,0.742037,-2.5974188,1.019215,-1.7712654,-4.3765063,-5.689127,-0.603157,-0.8554506,2.6206427,3.6346822,-3.1453047,3.6986582,2.6230555,1.0565252,0.87362087,2.4546974,4.5275683,4.016205,-0.2035531,1.4349294,1.0195512,1.9149182,3.33082,teen
-45.107525,16.935093,-13.522505,-64.25876,-12.9397,11.211059,-15.360553,31.011002,12.498035,19.47394,14.159098,-0.3493475,-20.578362,36.139656,3.7035208,35.634792,14.770351,-25.16089,-21.269445,-4.293282,-21.77142,0.81523865,13.77609,-25.053417,6.0469995,-2.416586,-0.33381957,-7.6054645,0.9100373,-9.530226,-1.4866681,-3.0023537,-16.564186,7.7772217,-5.6793222,-12.724853,-1.6952997,12.459522,5.035485,-1.1185853,-12.677958,5.245321,0.35420552,9.002407,-8.441831,1.0873342,4.1907344,-2.33481,-3.9838188,3.952217,0.6958167,11.052398,3.223329,6.7450237,-4.8404107,5.8490877,6.948058,-0.09438122,7.227895,-1.0390536,-1.4105859,2.429866,-8.66217,-3.0781949,-1.8922185,0.7225648,7.397475,-1.9635239,-2.0957677,1.1947632,-8.133018,-2.105861,-7.7478213,-10.366395,2.1586294,-0.038889114,-0.22049749,-4.826956,0.38404635,-0.25551558,-5.5360394,3.4734454,4.734964,-0.48456314,-13.02932,5.131067,3.799757,1.3010104,0.22910267,-6.125328,-0.83923525,0.7916342,5.5432925,4.468265,2.5011885,-1.1663693,4.6888666,-0.9065065,0.3263657,-0.1823889,-2.94033,2.5410054,1.6735973,1.0956049,3.4734805,0.48470643,-0.16229121,-6.873603,0.99628246,-7.7356043,5.1980643,-1.0808856,3.229577,1.0561904,-6.140433,2.8874068,1.0774657,-0.8460962,0.1298628,-0.12103122,-2.5290647,2.402422,7.350665,-3.2060645,-0.33780164,5.4580765,-0.25358677,2.3344007,1.1154692,2.9181035,3.8549247,-2.8509667,-0.8493261,1.4802579,2.794938,2.6263113,3.13807,-0.9945279,-0.02350445,3.693542,-0.296592,1.307501,-0.25250563,-1.1910022,-3.1340487,-0.12399542,-1.7475468,-0.5780754,0.14310403,0.04301815,-0.21686628,1.5688801,2.0872006,-0.64321,-2.6860697,-0.12937327,2.8189926,1.8107232,4.936109,-4.156716,middle_aged
46.670807,57.152245,35.64497,15.426586,25.328686,4.036593,-14.755503,7.5857253,20.294918,1.2840106,25.05616,5.984477,27.534111,-1.3282614,-5.4918942,20.282663,-9.2350025,2.8008108,20.051228,12.629507,9.53545,1.7921764,15.757975,-2.487816,6.4874682,-2.5262103,-4.816962,-4.915153,8.188528,5.5045924,10.633386,11.624212,-3.3623443,-8.872699,-3.447618,-11.234589,11.192297,8.450867,-1.2811866,1.7397665,4.0920753,3.1460166,0.11166028,-8.23075,-6.5167923,-3.349185,8.779414,1.64447,3.7872326,1.3511113,-0.7444811,-9.608784,1.2912484,-0.26022762,7.687001,6.822473,-2.9452152,0.2112362,3.274288,5.085306,5.4406857,-0.8246968,0.6938667,-1.8471115,-5.412225,-3.3862796,8.073548,5.0940247,-1.0135643,-4.9188266,-5.268267,4.5313516,5.3879485,3.1521313,1.1657954,1.4344587,0.026455747,-2.455274,6.0217137,0.65116113,2.854223,-2.615381,-0.012576548,-1.855779,1.1298755,2.6726506,-4.918637,-2.2784965,0.7758863,2.556983,-0.30450916,7.479678,-3.2035997,-3.660833,4.009671,-0.64915234,3.230483,2.9072235,-3.514367,5.8165545,1.6594313,0.39211676,-5.288748,-3.3542502,-0.62787974,-2.7800727,2.7496276,-8.892244,3.3970447,-0.49568477,0.4991866,1.9222943,-4.4294853,4.8147273,4.386392,1.340185,0.78934455,-4.4250226,-2.5081713,2.0128043,2.583663,0.096647464,0.08680258,0.02464398,-1.9306571,5.6282206,-2.5695329,-3.0721035,3.4267805,-2.0466163,-4.5657697,-1.8474376,-1.5583819,-3.8103929,-6.276675,-0.2909702,0.08504425,-2.366282,-3.0132713,0.47405156,0.44202754,-0.25875828,0.13493317,1.9932222,3.9742463,2.3016467,-0.11553922,-2.644968,-1.0764127,2.485309,5.806686,2.3801994,-0.28639048,-3.9116428,5.159962,5.184368,0.22155114,-1.8201498,-0.59990615,-2.356897,senior
-78.1842,27.350111,19.036287,29.829851,0.14422679,17.994864,-14.445662,16.165535,-11.550793,-22.401234,-5.388074,-8.153211,1.1650558,2.4756029,14.844089,-10.478086,6.0523906,-8.039614,8.095903,-18.090885,-0.25257954,9.677321,-6.7990246,16.179434,-11.822331,3.946096,2.0345454,7.50866,7.1882114,-4.89356,4.323054,-4.3733797,2.6467147,0.18418431,-3.6357546,8.29262,11.534823,-9.510206,-6.6077156,10.481247,5.965807,2.304029,-2.830113,7.800372,-6.322065,6.178272,0.3298088,-4.5415316,-4.5812683,11.775455,5.9911633,-2.5484052,-2.0954182,6.1786566,6.282918,0.8430921,3.046749,-7.0513363,8.895744,-2.976469,-0.40233794,4.0424013,-2.5522184,1.1479915,0.884527,-2.1846387,4.327855,-0.005659392,-2.7795932,2.2811089,4.122268,6.0903363,6.860362,-2.0932772,-6.6209383,-4.0083876,1.0041091,5.0369773,2.863297,-4.048687,-1.1394402,0.6978363,-1.6804049,3.294324,3.0125308,0.009900972,5.994022,-3.8724506,-0.05907887,0.8536477,-0.6137799,-0.7009495,0.17565581,-0.086530246,1.2395568,-0.7889403,-0.70651984,-3.9107184,-1.9941236,-5.8159814,-4.7055335,-1.3595877,0.9526377,0.01772883,0.18717839,-0.37760788,-0.022118932,-1.0147488,2.8521647,-1.5389577,0.76921326,3.2714987,2.269078,-1.0911769,1.7177626,-2.3033295,-3.8476074,-1.259853,1.5162884,-3.0677154,-2.495383,-2.4940894,-2.8820248,1.4704413,-7.3104334,-1.660101,-0.85995674,-2.2096272,-1.4924304,-3.0793686,2.3821821,3.036601,2.1555166,0.7716581,0.88578165,4.539214,1.1220973,-1.1964911,5.8514714,0.49284524,3.427573,1.828003,-0.4909502,0.32517126,0.8807013,-1.8865613,2.7250237,-3.3852754,-0.2822737,-1.4362502,-3.2321534,2.4564137,-0.13299002,1.8968766,-0.022258142,-3.81731,-1.511287,-0.3459067,-1.6205752,2.6218112,middle_aged
159.67183,-11.246375,21.605349,19.993702,-5.9210095,0.274739,-0.3505091,5.65004,-1.3751811,0.8722471,4.110153,12.94039,24.855837,-2.8238664,-15.855297,-7.539166,5.619004,4.731262,6.473211,-5.0278807,-11.802593,5.908843,-6.8819532,-3.5692942,4.322836,1.3015476,-2.1763651,-2.0902073,1.4837693,0.5548459,-3.4287667,3.9031763,-4.4719534,6.8205614,-7.2341704,-1.069313,-1.1618781,-4.759456,-7.252167,-1.4624954,4.3636026,-1.9007698,-5.1379237,-1.7584941,-0.84650826,-0.19175334,-2.3211918,-3.558849,-5.02638,-3.6124306,-0.21667425,-2.7256348,4.9843693,4.0185585,2.7921107,-2.8239026,-5.41191,4.0567417,-4.240044,-0.5412754,4.6198406,1.3524648,1.2480174,-1.9577107,-4.13279,-0.30184853,4.3207116,2.005202,5.452831,1.5609504,-0.79384696,2.1350822,-2.8785753,4.2769356,-5.379562,5.1636324,0.26720333,2.4991748,-3.069539,-2.7940202,-3.876713,2.2383866,0.46973014,-2.4325051,-4.0138187,2.9785964,-0.20731018,4.9133897,1.4307356,-6.0217233,3.9989989,-6.43804,-3.6898146,-2.0288486,-2.4004824,0.5927878,1.2174729,-3.6399007,-4.1796,-4.082379,-2.8890893,-3.647088,-1.9625003,2.77077,-3.2801888,-0.7799396,-1.3266575,-0.687677,0.17711066,0.13275933,-0.42640784,1.7725961,3.4106472,0.3500054,3.3566322,0.9071001,3.1010704,-1.2106376,0.00016824227,1.2927918,-0.06699699,-1.973418,-1.5275005,-0.86208177,-1.1894753,1.2900201,-1.9283493,2.503318,0.35591415,2.8520153,1.8750612,-0.9239275,1.2467389,1.0145893,-0.9159717,0.9877692,0.2649681,2.1777544,2.8374002,-0.5558895,0.22323203,0.22275902,-2.6407526,1.9958656,1.5596799,-1.2115816,-1.7375382,2.041101,0.12736636,0.020808268,0.7775436,0.11182929,0.8929498,1.308,-0.15986456,-0.015142678,-1.5953122,-0.20581235,-0.038228817,0.8532334,child
9.239527,91.09112,19.4516,-6.6104884,-7.0249457,4.1006165,6.1791925,-1.6764623,-8.121393,-11.185427,14.665894,-5.777336,-14.350133,-11.191668,-10.775258,-20.694447,1.0146586,-0.386954,3.4971204,5.9963474,-2.4347785,-2.4577878,-11.291951,13.6890545,-1.3920536,-2.8358371,-1.8721441,-11.186986,-2.900713,2.0255382,1.2861336,4.868896,13.929451,4.2738194,-7.208028,-2.7357488,-5.9666977,-3.1219418,3.647759,8.787213,4.548256,-4.099155,5.005648,-0.40425152,-0.93008775,8.781008,-4.953311,-6.870182,0.29542232,3.5841305,2.691689,0.9588482,-1.6874533,7.9895782,3.6592758,-1.3900337,-8.541518,-1.0379146,-6.9498987,2.2448282,-2.40143,-0.5588106,1.4590089,5.20456,5.739198,-1.3329179,0.13692087,2.467747,3.151135,-2.5049462,1.8096954,-1.7719603,-1.0534064,2.5949752,-1.5418538,-0.30657035,0.78284794,-0.17890804,2.453643,-2.0244832,1.3482606,1.0947709,-3.4135454,-3.7273479,1.7121727,-6.403036,-1.4991902,-3.1274233,1.0427238,-1.0583551,3.3639,0.6295888,6.2496095,4.0550566,-1.3585348,-4.0568237,-1.0950221,3.335226,-2.7266796,3.0022545,-0.4613946,4.4073863,6.9224358,0.78254753,4.793183,1.4746814,0.26647806,-0.80752784,1.9490128,0.24147327,-2.4105315,-0.036229476,-1.7262025,1.609629,-0.53396153,2.765724,-2.2565627,-4.657665,-1.8158216,1.7590775,2.803978,-1.113912,-0.6496112,1.902811,-2.1154513,-0.99298865,-5.1900926,1.0540781,-1.8856121,2.3188317,-0.46929985,2.4507697,-1.0572109,-3.6738389,2.7703886,3.0439293,2.5806885,-1.743987,-0.76838696,0.22939488,0.11761443,-1.7445565,-0.93791693,-0.8442511,-2.4323308,-2.2075517,0.58771735,0.4270351,2.7981827,0.6911151,1.1657158,0.63321006,-1.795812,-2.051906,-1.4544373,4.030996,0.44390383,0.53565425,-0.98279256,-1.9796904,infant
-16.939571,-77.25981,12.51002,19.437176,-23.39378,9.701149,13.563004,-0.24303012,-13.840766,2.8164468,-7.825431,-9.2742,5.547923,6.622379,1.7593956,3.0887132,3.8241315,11.039583,13.94599,-5.437822,4.901659,-0.45455042,0.3008032,17.597979,-4.459393,1.8772002,-3.7841375,1.1419104,1.8990762,-4.8803196,-13.991948,-11.961136,0.08958257,-6.7167006,-2.693536,1.0861232,0.5117063,4.9829097,-0.62568593,-4.9582043,3.1630764,12.004563,11.413125,3.5764947,-6.1240997,-1.1769919,-0.30885744,6.888047,-0.13895065,-2.4005558,-7.442279,-7.550452,-3.642259,-2.4062178,-2.2183547,0.08087101,2.913014,-3.0490286,1.4249043,2.6152499,6.808929,-1.5533373,1.4030503,5.3801374,-4.045927,-2.3317928,2.9000683,-0.45969188,-1.3961816,1.7175307,2.9597352,4.8545156,7.0484624,-6.1937366,-0.07460509,-0.28681073,-6.363316,1.0821438,-4.7589974,2.5538945,1.7398916,-1.1885074,3.641804,-3.3377833,4.8078985,-4.373001,0.86011463,7.3050704,4.6305785,-2.9180126,-1.8272933,-2.7396998,-3.5926182,3.0088475,0.62578577,-0.57245886,3.6135263,-0.75930756,-2.1975772,4.645145,-4.174489,0.20262094,1.7787054,-1.8089288,0.04649752,-6.015692,0.44792908,-0.39707354,0.680848,3.1901546,-1.3697143,0.60196483,0.31568122,-2.042239,0.7341785,2.0083964,-3.1665058,5.7839513,-3.7449589,-1.8326768,1.0383914,-0.26391804,-0.59001094,-3.988229,-0.97991973,-1.2396423,0.36729243,0.19328144,-3.2272522,-0.9929716,-1.0169215,1.5603669,-3.9892297,2.2445605,-0.026101537,-0.5172064,0.5630296,1.9766409,-2.01878,-1.8428993,-2.773604,1.0393491,2.4809575,0.55450064,0.75744355,-0.37808833,0.95514226,0.7403481,-0.016717605,-0.24042858,-2.0548284,0.24373212,1.2532239,1.7664964,1.7244446,-0.5606442,-2.5222743,1.7157931,0.51960206,-1.9030054,elderly
-68.01084,17.237688,97.202225,0.43930912,9.568448,27.731445,5.43668,23.477282,14.058906,-1.2976303,1.170814,-7.3735366,-3.1260507,-8.521637,-2.3615198,-11.376641,-15.036923,-14.51635,-3.9464347,10.841105,2.1882775,-8.958101,3.7894828,-16.28504,3.2324798,2.1311293,12.213539,5.8241906,3.2080483,0.21670398,0.3226827,-0.5668994,5.011402,12.922675,-3.876057,3.0931141,-0.5292088,2.033345,1.7169925,4.585671,5.1216097,1.1869167,3.5580595,4.554068,-2.476812,1.0813384,-2.9618092,3.4494617,0.5917116,1.4281696,-5.541936,0.8630285,0.6353226,3.279316,-6.2920227,1.3063657,2.0968382,-2.0006137,-4.177649,-1.8466527,2.4906337,4.16725,5.830331,1.4712144,3.2951176,-1.1997142,-4.463789,2.5011158,0.54153925,-2.439185,-0.6803772,0.671131,4.685893,-0.5552754,1.18444,6.1447535,0.9037718,-1.7194421,-4.0513988,0.38674343,-2.7248368,-5.614735,-1.5225153,0.9846592,-2.3906834,0.66722447,2.409953,0.21931973,-3.5014627,1.010237,0.94243383,-2.32208,2.1197882,-1.4416022,-1.2708737,-0.3302582,2.1936262,0.61851156,-1.0409293,-1.8085144,1.6151077,4.387094,-0.14770779,-1.6351278,-5.4360266,-2.2312064,-1.9917585,0.6728221,-0.32331458,-2.3619614,-3.4274695,1.8200192,4.0224004,4.055877,0.23004939,-0.15280524,-0.873786,1.7864264,-0.7406002,-0.54467326,0.88447434,-0.25883684,0.7341496,-3.407059,0.14157552,0.9040173,1.1828744,-1.6912017,1.4408377,-0.2260769,-1.0002722,-1.4374067,2.8082516,-1.4841818,0.7403925,0.20656483,-0.596608,-1.6030637,-0.53589565,-1.9699728,0.7072934,-0.83520937,0.8861119,0.06245791,-0.5989599,-0.2742683,0.7465136,1.4564654,2.5627608,0.45375407,-2.427455,3.149614,-0.35678858,-0.61206067,-1.5563478,-2.4859116,-1.4252785,-0.0028211423,-0.68885523,2.726923,middle_aged
17.080997,11.431177,17.455471,38.706364,-11.151976,12.174881,6.65318,22.587584,-21.073528,-3.464586,1.2042888,23.76443,-6.695122,7.9542646,-4.270619,-5.147444,18.727707,1.1855493,2.1016846,7.7922196,-0.4150959,6.92977,-2.9976234,1.7127655,11.386758,0.43787202,-3.7899866,4.546914,-1.883059,1.8123146,0.058729295,2.4404006,-6.0232396,-8.168829,3.7282946,4.813377,-2.7141724,-0.0059450627,-4.455449,4.7087846,-4.1142173,6.1012335,-4.038162,-5.3072567,0.7576617,2.4845638,0.46047392,3.4362745,-7.553625,-1.27681,1.2635967,2.0605946,1.2757443,2.815117,1.7467036,-2.1842072,3.1998782,-0.8207277,-4.816525,7.2673225,-1.7229303,-0.91188884,0.18931097,-9.651225,-1.2819769,-0.8832771,-1.6705941,-3.3565197,6.4825635,3.6169362,-5.2531805,-3.3563986,-0.19079794,0.4359452,0.4169807,3.4291327,4.8135715,-1.6347696,1.2048199,1.0550224,-4.8364625,-2.3466873,-0.5489077,-0.5301145,-0.5313067,3.549379,-5.80944,-3.741346,-3.7878547,-1.6437842,0.5047755,-5.0274467,0.4779803,-0.83571905,1.8560052,-2.1334565,-2.8773935,-0.92098886,1.3295851,-1.0333792,3.248802,0.96405226,-1.0676378,0.2521097,0.81810635,-1.3951312,-5.11301,-0.5824018,1.5854986,3.6411185,2.233796,-4.342831,2.53842,-4.713406,0.26572555,1.7842368,-2.1251562,0.1825901,1.6415031,-1.3246286,4.118053,1.2059597,-2.1855223,1.735932,0.8059925,0.5685249,0.5070705,3.1752386,-0.5087367,-2.6543431,-2.08714,-0.67022336,1.7294751,-0.26122305,0.15708794,-0.9009668,-1.2778393,-0.87625366,-3.3241901,3.8148997,1.0174491,1.1620691,-2.496716,1.2473043,1.6399262,-2.2898397,-1.0866991,-3.3275166,-0.34541157,3.4150639,-2.5124497,-1.164802,-0.4009154,0.6317495,-0.81255496,-0.3838031,1.3693897,0.2593354,0.6803127,-1.3682388,young_adult
-116.10926,-2.0836163,11.872625,-15.617819,-22.961147,-8.729605,1.9871684,-3.2035124,1.919889,-16.246864,1.7910801,0.08491453,-2.500031,-5.5073724,0.4563387,-3.9010165,-2.783015,-6.4145327,-8.075038,-3.2627397,7.053676,4.563263,0.38595042,2.8457644,3.6910396,6.4719887,1.1440341,6.8621974,-5.8954773,0.5708868,0.7353649,0.047127917,2.342242,-3.2375047,-0.400871,-2.184213,0.40731785,-1.1980749,2.8699756,-1.0024393,-0.6863154,-1.6797788,-5.7973833,-1.800699,1.842705,3.3037577,0.7781107,0.020653488,0.3622291,0.6599728,6.207799,-3.1403444,0.63391006,1.9354972,-0.52108055,1.149785,0.516398,1.1074201,-3.6006508,-2.2708726,-2.7334492,1.6617115,-0.08107835,-0.09743262,-1.388593,-0.074948296,-0.68072385,1.2739743,-1.7196374,-1.7495238,-0.21579449,-1.8966743,0.014591536,-1.8521497,1.0465617,1.4825344,-2.6818414,-0.77167,0.6816272,-2.615387,1.0565289,0.7741833,-0.5125468,-0.42938665,1.6613675,-1.6597621,-1.7859782,-0.31163538,0.034591652,-0.25529018,-2.6841075,-2.211712,0.08070318,-2.4879355,-3.1151571,-1.6443485,-0.8527642,-1.2705547,-0.97946376,1.7616266,-0.23448157,-0.20535542,0.19809063,1.5481335,0.31055593,0.7175893,-0.1513079,-0.66321874,-0.04721447,0.08904436,0.2471256,-0.098842375,-1.2526935,-1.5338203,-0.9173907,-0.61720973,-1.1640848,0.11818444,0.6816959,-0.65437317,-0.47814792,0.74293715,1.3863658,-0.0017690678,0.29099146,-0.3717581,0.61019737,-0.8788719,0.21436626,0.6104513,-0.8261021,-0.50588435,-0.19575785,-0.967715,-0.5735933,-2.5393548,1.4470305,-1.1590222,0.033406477,-0.5499095,-0.11918058,2.2447257,-1.6227982,1.9803647,-0.9391323,1.5145419,1.0396644,-0.8701935,-1.5479695,0.12341934,-1.7207589,-0.8623627,-0.68299955,0.9011472,0.70818156,2.5164263,0.6227127,0.3706472,0.34300637,0.37904865,child
57.67988,-12.650837,11.752739,8.303967,-4.9255943,-36.205753,15.396399,-17.348026,5.4870806,6.6198907,5.7277203,1.4137273,9.414247,-7.948621,4.669061,4.466532,-6.177318,3.2946854,-6.8953385,2.920049,-0.7423696,10.652393,-0.19789194,-6.977458,-2.4812925,2.6822903,9.436255,-1.2282329,9.055523,6.6707935,6.261472,2.6125534,3.8942654,-1.5913421,-5.0569005,7.27633,-6.2450147,-1.4210876,-1.5427504,-3.1905868,-1.2746722,7.1456537,8.797342,4.499058,2.4897547,-6.194295,2.7936237,-5.657179,4.293149,-3.3274515,1.299802,2.237442,-0.5003694,0.18604462,1.2910674,1.3449725,-2.1800199,-2.2990277,4.2222595,0.7532842,-2.2356665,0.011996083,-2.9098241,1.2632607,2.9161146,1.1552504,-0.10193558,3.0414157,0.033979442,-3.1981525,-2.040332,-1.2577286,0.8254423,-4.661972,-6.478757,1.696855,-5.28178,-0.31441477,-3.277881,-2.3365173,-0.87914705,2.4323313,0.96589786,-0.16287991,2.1790934,2.39992,3.2071245,-2.039865,-1.5080087,0.25729424,-0.683403,-3.3912547,4.922318,4.382614,0.76529944,-0.85576,1.403029,0.07189733,1.1381012,-3.2753668,2.6413462,-0.76119435,2.9097006,1.2235631,-2.641025,-0.5112586,-3.052261,-0.29514477,0.024384711,4.403726,1.9121833,2.294332,2.32397,-1.9907706,-2.2057543,-1.8711901,1.3680354,4.110437,-2.9178784,3.3625052,5.820321,-2.8697314,3.4028296,-0.99812275,-0.955998,0.023472754,3.6265626,0.13642439,-0.2617442,-1.4537807,-3.3543947,-2.3205504,0.84985316,-0.4686558,-2.0480707,-1.1394904,-1.2203726,4.316328,1.1306406,0.110538684,2.5045624,-0.11845944,-1.3660009,2.077107,1.7572131,-1.7174908,2.876513,-0.6244072,3.157709,-4.424202,-0.7878033,-2.7332907,0.021228885,-1.2236179,1.5891073,0.3652756,1.1146194,-0.8624881,0.006924808,-0.6215988,senior
-15.281213,-63.757256,-10.678927,55.236534,20.224447,-1.1220443,9.177448,-22.084276,1.3444045,1.78553,-0.93351793,-13.776752,3.2118313,2.250531,-6.1682873,5.723993,-13.762553,14.6919565,-6.6538987,-17.075733,4.942937,-5.1457314,3.0880475,19.664679,-2.9573665,-28.173859,-13.90898,-6.7515574,-1.341232,4.174797,5.7968063,17.080948,4.4105315,7.1989985,-4.0540123,2.0305493,-3.873378,-0.8197978,1.5111042,0.5685675,-3.9569871,1.5240264,7.441088,0.68927383,1.7928953,-6.205113,-1.6856499,13.043518,-0.112019345,-5.739817,0.55511165,1.4687796,3.4976044,2.3310912,8.028464,6.3113766,4.861768,0.31646064,-2.4102817,-5.4204707,1.9863966,3.2091293,6.2841387,1.6215835,6.3285656,-0.30388555,3.336124,9.330962,2.4235656,0.3144452,2.6809876,-4.2154875,-4.2905145,2.532922,4.60535,4.085155,-3.847568,2.7884629,5.4043927,2.5645947,3.3711245,-8.250095,0.17784825,-1.8149344,-1.2294831,-3.9279068,4.4845552,1.6982291,0.8000928,-5.4858966,-9.089465,1.6744304,-0.39041355,-2.9689472,3.9012835,3.227425,-2.549157,-3.5152392,-0.38665068,-3.5093672,1.9800761,6.76835,-2.0619526,1.5982618,-4.288381,-4.433765,2.638183,-4.315185,2.2550669,0.28779456,-0.31451952,-1.3855838,0.15434767,-0.11241419,-4.0965066,-2.4108453,-0.28271943,-4.1872835,-4.4332232,-3.929702,-1.9926103,-4.8877363,1.1086484,1.9170951,-3.8764524,4.1180577,-2.5109522,0.26211408,0.6808071,-0.51767856,-4.1169186,2.2351677,1.8324611,0.98954695,2.033864,1.0874056,-1.0565748,2.0278375,3.2533748,2.160295,1.4449265,1.0294206,-1.1314645,-1.2185987,2.2842934,-1.6366274,-1.8131628,-2.1322052,1.2755611,0.20926705,-0.23275349,-0.027055433,-2.8601677,0.57185704,1.5530446,1.8974825,-1.8442657,0.70496535,-1.8321186,-1.8104284,middle_aged
