,종합점수,주행,가격,거주성,품질,디자인,연비_y,복합연비,연료,연도,차급,브랜드,CO₂ 배출량
1453,9.1,9.6,8.5,9.0,9.4,9.6,8.6,9.8,가솔린,2023,경차,BMW,173g/km
1454,8.8,9.6,8.9,8.2,9.0,9.6,7.8,9.3,가솔린,2019,경차,BMW,180~184g/km
1458,9.1,9.6,8.8,9.0,8.8,9.0,9.3,96.2,"전기, 수소",2024,대형/프리미엄,현대,
1459,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2022,경차,BMW,206g/km
1460,9.2,10.0,7.7,10.0,10.0,10.0,7.3,8.8,가솔린,2020,경차,렉서스,198g/km
1462,8.3,9.6,7.9,7.8,9.1,9.4,6.2,10.7,가솔린,2022,경차,제네시스,158g/km
1463,9.1,9.8,8.5,8.6,9.4,9.7,8.7,10.8,가솔린,2024,경차,BMW,155g/km
1466,8.7,9.1,8.7,9.1,8.8,9.1,7.3,11.0,가솔린,2019,경차,현대,150~153g/km
1467,8.8,9.4,6.9,9.3,9.3,9.8,8.0,14.6,디젤,2023,경차,BMW,121g/km
1468,7.5,8.3,7.6,7.3,7.6,7.5,6.6,8.8,디젤,2022,경차,현대,204~221g/km
1469,8.6,8.9,8.7,8.6,8.4,8.4,8.5,12.0,디젤,2018,경차,기아,130~160g/km
1470,8.6,9.3,8.3,9.1,8.7,8.6,7.5,13.7,디젤,2023,경차,현대,135~139g/km
1472,9.3,9.9,9.2,9.2,9.8,9.9,7.6,9.5,가솔린,2022,경차,BMW,181g/km
1475,8.8,9.7,7.6,9.0,8.9,8.6,9.3,6.2,전기,2023,대형/프리미엄,현대,
1476,8.9,9.1,8.7,9.0,8.7,8.8,9.2,17.0,가솔린,2017,경차,기아,91~94g/km
1477,8.8,9.6,8.9,8.2,9.0,9.6,7.8,9.6,가솔린,2016,경차,BMW,185g/km
1479,9.0,9.5,7.4,9.3,9.2,9.4,8.9,16.2,가솔린,2024,경차,현대,99g/km
1483,8.8,9.6,7.9,9.4,9.6,9.1,7.3,9.5,가솔린,2014,경차,렉서스,185g/km
1485,8.9,9.6,8.2,9.5,8.8,9.4,7.7,9.8,디젤,2023,경차,메르세데스-벤츠,199g/km
1487,8.9,9.4,8.4,8.4,9.2,9.8,8.1,11.5,디젤,2018,경차,BMW,166g/km
1488,8.6,8.9,8.7,8.6,8.4,8.4,8.5,12.0,디젤,2017,경차,기아,130~160g/km
1489,8.5,9.2,8.2,9.2,9.0,9.4,6.0,13.1,디젤,2019,경차,제네시스,138~146g/km
1490,9.0,9.8,8.2,8.6,9.4,9.9,7.9,10.9,디젤,2023,경차,BMW,181g/km
1492,8.7,9.9,9.1,9.0,9.6,8.3,6.3,7.6,가솔린,2022,경차,BMW,225g/km
1493,9.2,9.8,8.7,9.2,9.4,9.8,8.3,4.2,전기,2024,대형/프리미엄,BMW,
1495,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.0,가솔린,2021,경차,렉서스,140g/km
1496,9.1,9.6,8.8,9.0,8.8,9.0,9.3,93.7,"전기, 수소",2021,대형/프리미엄,현대,
1497,8.8,9.2,8.1,9.0,8.7,8.1,9.5,19.1,가솔린,2019,경차,현대,79~83g/km
1499,8.5,8.7,9.0,8.0,8.2,8.2,8.8,14.1,가솔린,2015,경차,현대,122g/km
1500,8.7,10.0,8.9,8.1,9.6,9.9,5.5,7.0,가솔린,2024,경차,BMW,248g/km
1502,9.0,9.3,7.9,9.0,8.9,9.6,9.6,21.1,가솔린,2020,경차,현대,74g/km
1504,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.5,가솔린,2021,경차,메르세데스-벤츠,
1505,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2016,경차,렉서스,170g/km
1507,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.0,가솔린,2019,경차,렉서스,140g/km
1511,8.8,9.4,8.6,8.6,9.8,8.9,7.7,12.7,가솔린,2014,경차,렉서스,137g/km
1513,8.9,9.6,8.2,8.1,8.9,9.7,8.6,13.9,디젤,2023,경차,메르세데스-벤츠,137g/km
1514,8.6,8.8,8.6,9.1,8.4,9.1,7.4,11.1,가솔린,2018,경차,기아,150~152g/km
1515,8.7,9.9,8.9,8.6,9.8,9.9,5.4,7.8,가솔린,2023,경차,BMW,222g/km
1516,8.9,9.3,8.3,8.3,9.1,9.7,8.6,13.5,디젤,2016,경차,BMW,146g/km
1518,8.8,9.6,8.9,8.2,9.0,9.6,7.8,12.0,가솔린,2014,경차,BMW,194g/km
1520,8.6,9.0,8.3,8.9,8.6,7.7,9.1,17.4,가솔린,2018,경차,현대,88~91g/km
1521,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.5,가솔린,2023,경차,BMW,145g/km
1522,8.5,9.1,8.3,7.9,8.5,8.9,8.4,12.3,가솔린,2019,경차,현대,134g/km
1523,8.5,9.5,8.3,8.5,8.8,7.2,9.0,5.3,전기,2022,대형/프리미엄,기아,
1525,9.2,9.6,9.5,8.5,10.0,9.5,7.9,8.9,가솔린,2016,경차,렉서스,193g/km
1526,8.7,8.8,9.2,8.5,8.5,8.5,8.8,0.0,디젤,2017,경차,기아,0~108g/km
1527,9.0,9.5,8.8,8.6,9.1,9.5,8.7,13.3,디젤,2022,경차,BMW,143g/km
1530,8.8,9.6,8.2,8.5,9.7,9.0,7.6,7.8,가솔린,2015,경차,메르세데스-벤츠,230g/km
1531,9.2,9.8,8.2,9.2,9.6,9.7,8.5,10.0,디젤,2020,경차,BMW,195g/km
1533,9.2,9.6,8.5,9.7,9.4,9.3,8.6,9.3,가솔린,2023,경차,제네시스,184g/km
1537,9.1,9.4,7.6,9.6,9.5,9.6,9.1,17.1,가솔린,2024,경차,현대,81~93g/km
1538,9.3,9.9,9.1,8.1,9.6,9.8,9.3,4.1,전기,2022,대형/프리미엄,BMW,
1539,8.2,9.7,6.8,8.3,10.0,9.7,4.5,9.9,가솔린,2018,경차,렉서스,175g/km
1540,8.6,9.5,9.0,8.7,9.1,8.5,7.1,6.3,,2016,대형/프리미엄,현대,
1543,9.2,9.8,7.8,9.5,9.5,9.5,9.3,5.1,전기,2024,대형/프리미엄,제네시스,
1544,9.1,9.6,8.8,8.9,9.2,9.2,9.0,13.5,디젤,2016,경차,BMW,146g/km
1545,9.4,9.9,8.9,9.7,9.2,9.1,9.6,3.9,전기,2024,대형/프리미엄,메르세데스-벤츠,
1546,8.8,8.9,9.1,8.1,8.3,9.5,8.6,13.4,가솔린,2023,경차,르노코리아,121~123g/km
1548,8.4,8.5,8.2,7.2,8.0,8.9,9.5,17.3,디젤,2018,경차,르노코리아,107g/km
1549,9.2,10.0,7.7,10.0,10.0,10.0,7.3,7.5,가솔린,2024,경차,렉서스,230g/km
1551,8.6,8.8,8.6,9.1,8.4,9.1,7.4,11.1,가솔린,2019,경차,기아,150~152g/km
1553,9.0,9.3,7.9,9.0,8.9,9.6,9.6,21.1,가솔린,2022,경차,현대,74g/km
1555,8.2,9.8,8.1,8.8,8.7,9.8,4.3,7.1,가솔린,2021,경차,BMW,247g/km
1556,9.3,9.8,7.9,9.7,9.6,9.0,9.7,3.8,전기,2023,대형/프리미엄,메르세데스-벤츠,
1557,8.5,8.9,8.3,8.9,8.5,8.9,7.4,12.0,디젤,2018,경차,현대,138~160g/km
1559,8.9,9.8,8.5,8.8,9.6,9.8,6.5,5.4,전기,2019,대형/프리미엄,BMW,
1561,8.3,8.2,7.8,8.3,8.4,8.9,8.1,15.7,가솔린,2020,경차,기아,104g/km
1570,8.9,9.3,8.2,9.2,9.5,9.5,7.5,9.6,가솔린,2024,경차,렉서스,175g/km
1571,8.7,9.6,7.7,8.0,8.7,9.9,8.1,10.8,가솔린,2023,경차,메르세데스-벤츠,158g/km
1573,8.7,9.0,8.0,9.0,8.8,9.1,8.6,11.4,가솔린,2015,경차,현대,153~154g/km
1575,8.7,9.6,9.3,8.6,8.6,9.4,7.0,8.1,가솔린,2014,경차,BMW,220g/km
1576,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.5,가솔린,2021,경차,BMW,145g/km
1578,8.5,9.4,7.9,9.0,8.9,9.1,6.5,8.8,가솔린,2019,경차,제네시스,196g/km
1580,8.5,9.2,8.2,9.2,9.0,9.4,6.0,12.1,디젤,2018,경차,제네시스,138~159g/km
1582,8.7,8.8,8.7,9.2,8.4,9.3,7.8,11.6,가솔린,2021,경차,기아,142~147g/km
1584,8.9,9.3,8.4,8.9,8.8,9.6,8.4,13.3,가솔린,2022,경차,르노코리아,121~123g/km
1587,8.7,9.9,8.9,8.6,9.8,9.9,5.4,7.8,가솔린,2024,경차,BMW,222g/km
1588,8.0,8.2,9.0,8.1,8.0,7.9,6.9,12.6,가솔린,2016,경차,르노코리아,138g/km
1590,8.8,8.7,8.9,8.9,8.8,9.2,8.2,11.6,가솔린,2024,경차,르노코리아,140~146g/km
1593,9.4,9.5,9.2,9.6,9.8,8.9,9.4,16.4,가솔린,2014,경차,렉서스,103g/km
1594,8.9,9.5,9.2,7.2,9.4,9.6,8.6,,가솔린,2019,경차,BMW,
1597,8.4,8.8,8.5,8.9,8.4,8.9,7.2,10.3,디젤,2017,경차,기아,197g/km
1598,9.3,9.6,8.6,9.6,9.3,9.4,9.5,17.1,가솔린,2024,경차,기아,88~94g/km
1599,9.3,9.8,7.9,9.7,9.6,9.0,9.7,3.2,전기,2023,대형/프리미엄,메르세데스-벤츠,
1600,8.8,9.8,9.4,7.9,8.8,9.6,7.0,9.4,가솔린,2016,경차,BMW,
1601,8.9,9.4,8.7,7.7,8.5,10.0,9.4,14.2,전기,2019,경차,BMW,42g/km
1602,8.7,9.1,8.7,9.3,8.8,8.8,7.3,11.1,가솔린,2021,경차,현대,142~153g/km
1603,8.7,9.9,8.9,8.6,9.8,9.9,5.4,7.1,가솔린,2020,경차,BMW,239~247g/km
1604,8.2,8.7,8.5,7.9,8.8,7.9,7.3,10.6,가솔린,2015,경차,르노코리아,166g/km
1608,8.4,9.6,8.0,8.1,9.1,9.0,6.9,8.1,가솔린,2023,경차,BMW,213g/km
1610,8.6,9.5,7.9,9.1,9.2,9.8,6.2,13.5,디젤,2021,경차,제네시스,141g/km
1614,8.5,9.7,8.7,8.5,8.4,9.8,6.0,10.8,가솔린,2023,경차,기아,151~156g/km
1615,9.0,9.2,8.0,8.9,8.7,9.7,9.5,19.1,가솔린,2023,경차,기아,79~83g/km
1617,9.1,9.6,8.9,8.7,9.2,9.5,8.7,16.0,디젤,2015,경차,BMW,121g/km
1618,9.5,9.7,9.4,9.1,9.6,9.7,9.4,13.1,디젤,2015,경차,메르세데스-벤츠,151g/km
1619,9.2,9.3,8.8,9.4,9.1,9.3,9.6,16.2,가솔린,2018,경차,기아,97g/km
1621,8.5,9.1,8.3,7.9,8.5,8.9,8.4,12.3,가솔린,2017,경차,현대,128~134g/km
1622,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.4,디젤,2022,경차,메르세데스-벤츠,154g/km
1623,9.1,9.3,8.9,9.3,9.1,9.1,9.0,16.0,가솔린,2015,경차,현대,105g/km
1625,8.5,8.4,9.0,8.0,8.6,8.7,8.4,13.3,가솔린,2015,경차,기아,117~129g/km
1627,8.0,8.2,7.7,6.9,7.4,8.4,9.6,18.5,디젤,2014,경차,르노코리아,103g/km
1630,9.1,9.9,7.4,9.3,9.7,9.8,8.7,13.5,디젤,2023,경차,제네시스,141g/km
1631,9.0,9.4,9.3,8.7,8.8,8.2,9.5,17.5,디젤,2015,경차,BMW,110g/km
1632,9.0,9.8,8.2,8.6,9.4,9.9,7.9,10.0,디젤,2020,경차,BMW,194g/km
1633,9.1,9.6,8.9,8.7,9.2,9.5,8.7,11.7,가솔린,2016,경차,BMW,150g/km
1634,9.4,9.6,8.1,9.1,9.8,9.7,9.8,14.0,가솔린,2023,경차,렉서스,114g/km
1637,8.0,8.1,8.3,7.9,8.0,7.9,7.5,12.6,가솔린,2014,경차,르노코리아,138g/km
1641,8.2,9.5,8.1,7.3,8.9,9.6,5.9,10.4,가솔린,2018,경차,제네시스,156~161g/km
1642,9.1,9.8,8.4,9.1,9.2,9.5,8.7,12.3,디젤,2016,경차,BMW,162g/km
1645,7.5,9.0,7.7,7.7,8.2,7.6,7.0,3.1,전기,2022,대형/프리미엄,현대,
1646,8.5,9.4,7.9,9.0,8.9,9.1,6.5,7.2,가솔린,2019,경차,제네시스,241g/km
1648,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.5,가솔린,2022,경차,BMW,145g/km
1650,9.0,9.2,8.0,8.9,8.7,9.7,9.5,19.1,가솔린,2020,경차,기아,79~83g/km
1651,9.3,9.8,9.1,9.6,9.6,9.7,8.2,8.2,가솔린,2021,경차,BMW,211g/km
1654,8.6,8.8,8.6,9.1,8.4,9.1,7.4,11.1,가솔린,2016,경차,기아,153g/km
1655,8.6,8.8,8.8,8.5,8.7,7.1,9.7,19.5,가솔린,2018,경차,기아,79g/km
1656,9.0,9.6,8.2,9.3,9.2,9.5,8.5,4.1,전기,2024,대형/프리미엄,메르세데스-벤츠,
1658,9.6,9.9,8.3,9.8,9.8,9.6,10.0,3.7,전기,2024,대형/프리미엄,BMW,
1660,8.9,9.3,8.2,9.2,9.5,9.5,7.5,17.0,가솔린,2019,경차,렉서스,93g/km
1662,8.8,9.4,8.5,7.5,9.0,9.7,8.4,12.0,가솔린,2014,경차,BMW,142~146g/km
1665,8.9,9.7,7.9,8.2,9.3,9.9,8.6,8.3,가솔린,2014,경차,BMW,214g/km
1666,9.2,10.0,7.7,10.0,10.0,10.0,7.3,10.9,가솔린,2023,경차,렉서스,155g/km
1670,7.1,8.8,7.4,7.2,7.7,7.5,6.0,3.1,전기,2023,대형/프리미엄,기아,
1672,8.7,9.6,8.0,8.3,9.2,9.9,6.9,7.0,가솔린,2021,경차,메르세데스-벤츠,248g/km
1673,9.0,10.0,8.5,9.5,10.0,10.0,6.0,6.7,가솔린,2018,경차,BMW,262g/km
1674,9.6,9.9,8.3,9.8,9.8,9.6,10.0,3.9,전기,2022,대형/프리미엄,BMW,
1676,9.0,9.7,8.0,9.5,9.0,9.4,8.8,5.1,전기,2021,대형/프리미엄,현대,
1677,8.6,8.9,7.9,8.6,8.4,8.8,9.0,17.2,가솔린,2019,경차,기아,89~94g/km
1679,8.4,8.8,8.5,8.9,8.4,8.9,7.2,10.9,디젤,2018,경차,기아,180g/km
1681,8.5,8.6,9.3,8.9,8.5,8.3,7.6,8.4,LPG,2017,경차,기아,156g/km
1682,8.8,9.1,9.3,8.6,8.8,7.8,9.1,14.0,가솔린,2018,경차,현대,108~119g/km
1683,8.9,9.7,7.9,8.2,9.3,9.9,8.6,10.4,가솔린,2014,경차,BMW,169g/km
1688,9.3,9.8,9.1,9.6,9.6,9.7,8.2,10.5,디젤,2022,경차,BMW,184g/km
1691,8.3,9.6,7.9,7.8,9.1,9.4,6.2,11.2,가솔린,2023,경차,제네시스,150g/km
1692,8.9,9.6,8.1,8.7,9.4,9.6,8.0,8.3,가솔린,2023,경차,메르세데스-벤츠,220g/km
1693,8.2,8.9,7.6,8.7,8.2,8.8,6.9,10.0,디젤,2023,경차,현대,196g/km
1694,9.2,9.6,8.1,9.5,9.3,9.8,8.8,10.6,디젤,2020,경차,메르세데스-벤츠,183g/km
1695,8.8,9.5,9.2,8.9,9.0,9.2,7.2,12.2,가솔린,2021,경차,기아,134~137g/km
1696,8.8,10.0,9.1,9.4,10.0,9.9,4.4,7.8,가솔린,2015,경차,BMW,228g/km
1697,8.3,8.3,8.6,8.1,8.2,8.4,8.3,15.2,가솔린,2016,경차,기아,104~112g/km
1698,9.2,9.3,8.1,9.6,9.3,9.7,9.2,13.5,가솔린,2024,경차,기아,121g/km
1702,8.5,8.5,9.1,6.8,9.0,9.6,7.9,10.6,가솔린,2015,경차,메르세데스-벤츠,166g/km
1704,8.8,9.1,8.7,9.1,8.8,9.1,8.1,12.9,디젤,2017,경차,기아,146~154g/km
1705,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2017,경차,렉서스,186g/km
1707,9.1,9.9,8.9,8.1,9.3,9.7,8.5,9.6,가솔린,2016,경차,BMW,185g/km
1709,9.2,10.0,7.7,10.0,10.0,10.0,7.3,10.9,가솔린,2018,경차,렉서스,155g/km
1710,9.0,9.1,8.1,9.2,8.9,9.6,9.3,14.8,가솔린,2023,경차,현대,107~111g/km
1711,9.2,9.6,8.1,9.5,9.3,9.8,8.8,10.7,디젤,2021,경차,메르세데스-벤츠,181g/km
1712,8.7,9.6,8.0,8.3,9.2,9.9,6.9,8.0,가솔린,2018,경차,메르세데스-벤츠,243g/km
1713,8.4,8.3,8.4,8.2,8.3,8.7,8.3,14.7,가솔린,2017,경차,기아,101~111g/km
1715,8.9,9.2,8.8,9.4,9.1,9.0,7.7,11.3,디젤,2018,경차,현대,154~171g/km
1716,9.2,10.0,7.7,10.0,10.0,10.0,7.3,7.5,가솔린,2021,경차,렉서스,230g/km
1720,9.2,9.6,8.1,9.5,9.3,9.8,8.8,8.0,가솔린,2024,경차,메르세데스-벤츠,216g/km
1721,8.8,9.1,8.7,9.1,8.8,9.1,8.1,12.9,디젤,2015,경차,기아,146~154g/km
1722,8.1,8.7,9.0,7.7,7.8,6.5,8.9,5.3,전기,2023,대형/프리미엄,기아,
1723,8.2,8.8,8.6,8.8,8.2,7.4,7.6,77.1,"전기, 수소",2015,대형/프리미엄,현대,
1724,8.7,9.8,7.4,8.4,9.2,10.0,7.2,6.5,가솔린,2024,경차,메르세데스-벤츠,271g/km
1725,9.3,9.9,9.1,8.1,9.6,9.8,9.3,4.6,전기,2022,대형/프리미엄,BMW,
1726,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.5,가솔린,2020,경차,BMW,181g/km
1728,8.8,9.9,7.9,9.6,7.4,9.1,9.2,4.3,전기,2021,대형/프리미엄,테슬라,
1730,8.9,9.5,9.2,7.2,9.4,9.6,8.6,,가솔린,2020,경차,BMW,
1731,8.9,9.6,8.2,8.1,8.9,9.7,8.6,13.0,디젤,2020,경차,메르세데스-벤츠,146g/km
1732,8.2,9.7,6.8,8.3,10.0,9.7,4.5,9.9,가솔린,2019,경차,렉서스,175g/km
1733,8.4,8.8,8.3,9.0,8.5,9.0,7.1,11.3,디젤,2020,경차,기아,171g/km
1734,9.0,9.7,8.6,9.4,9.1,9.3,7.9,13.7,디젤,2015,경차,BMW,145g/km
1735,9.3,9.9,9.1,8.1,9.6,9.8,9.3,4.6,전기,2024,대형/프리미엄,BMW,
1741,8.5,9.3,7.7,7.7,8.9,9.4,8.2,13.0,가솔린,2017,경차,현대,127g/km
1742,9.1,9.6,8.9,8.6,9.4,9.1,9.0,15.5,디젤,2015,경차,BMW,61g/km
1744,9.1,9.6,8.6,8.6,9.5,9.8,8.6,15.6,디젤,2014,경차,메르세데스-벤츠,126g/km
1745,9.1,9.6,8.9,8.7,9.2,9.5,8.7,,디젤,2014,경차,BMW,
1746,8.4,8.8,8.3,9.0,8.5,9.0,7.1,10.3,디젤,2020,경차,기아,189g/km
1747,9.1,9.7,8.6,8.8,9.1,9.1,9.3,5.4,전기,2019,대형/프리미엄,기아,
1748,9.0,9.3,8.9,9.5,9.1,9.4,8.0,11.4,가솔린,2024,경차,기아,140~148g/km
1749,8.7,9.2,8.4,8.2,8.9,9.4,8.1,16.2,디젤,2015,경차,메르세데스-벤츠,120g/km
1750,9.0,9.5,8.8,8.6,9.1,9.5,8.7,9.8,가솔린,2021,경차,BMW,175g/km
1751,8.6,8.8,8.6,8.5,8.2,9.0,8.6,12.0,디젤,2017,경차,현대,130~160g/km
1753,8.4,9.6,6.8,8.4,8.0,8.8,8.8,,디젤,2017,경차,현대,
1755,8.9,9.7,7.9,8.3,9.0,9.9,8.7,10.0,가솔린,2021,경차,현대,170g/km
1757,8.6,9.5,9.0,8.7,9.1,8.5,7.1,6.3,,2017,대형/프리미엄,현대,
1759,9.4,9.5,9.2,9.6,9.8,8.9,9.4,16.4,가솔린,2016,경차,렉서스,103g/km
1761,8.9,9.3,8.2,9.2,9.5,9.5,7.5,8.8,가솔린,2019,경차,렉서스,198g/km
1762,8.8,9.6,8.9,8.2,9.0,9.6,7.8,9.6,가솔린,2015,경차,BMW,185g/km
1763,8.9,9.4,8.8,9.4,9.2,9.4,6.9,8.9,가솔린,2014,경차,현대,201g/km
1769,8.6,8.8,8.5,9.0,8.6,8.3,8.3,13.2,가솔린,2023,경차,현대,120~126g/km
1771,9.1,9.6,8.8,8.9,9.2,9.2,9.0,11.5,디젤,2017,경차,BMW,174g/km
1778,8.1,8.7,9.0,7.7,7.8,6.5,8.9,5.3,전기,2024,대형/프리미엄,기아,
1779,8.9,9.1,8.7,9.0,8.7,8.8,9.2,17.0,가솔린,2016,경차,기아,91~94g/km
1783,8.6,9.2,8.5,7.8,8.7,9.7,8.1,16.6,디젤,2014,경차,메르세데스-벤츠,116g/km
