,종합점수,주행,가격,거주성,품질,디자인,연비_y,복합연비,연료,연도,차급,브랜드,CO₂ 배출량
942,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2018,경차,렉서스,186.0
943,9.1,9.3,9.0,9.0,9.1,9.6,8.9,12.1,가솔린,2023,경차,기아,139.0
944,9.2,9.5,9.1,9.3,9.0,9.7,8.6,9.0,가솔린,2023,경차,메르세데스-벤츠,191.0
945,8.7,9.6,7.7,8.0,8.7,9.9,8.1,10.8,가솔린,2022,경차,메르세데스-벤츠,158.0
946,9.0,9.2,8.0,9.4,8.8,9.6,9.0,14.3,가솔린,2022,경차,기아,110.5
948,9.3,9.9,9.2,9.2,9.8,9.9,7.6,9.4,가솔린,2021,경차,BMW,183.0
949,9.5,9.6,8.9,9.6,9.7,9.6,9.8,16.8,가솔린,2024,경차,렉서스,92.5
954,8.9,9.5,9.3,9.5,9.2,9.1,6.7,8.7,가솔린,2018,경차,기아,199.0
955,8.8,9.6,8.2,8.5,9.7,9.0,7.6,9.3,가솔린,2016,경차,메르세데스-벤츠,189.0
958,8.8,9.4,8.5,7.5,9.0,9.7,8.4,20.8,디젤,2014,경차,BMW,153.5
961,7.4,7.7,8.2,7.2,7.4,6.8,7.3,12.4,가솔린,2015,경차,현대,137.5
963,9.0,9.5,8.6,8.3,9.2,9.4,8.6,11.0,가솔린,2024,경차,BMW,154.0
968,9.3,9.4,8.9,9.4,9.2,9.3,9.4,16.2,가솔린,2018,경차,현대,97.0
969,8.8,9.0,8.8,8.2,8.8,8.6,9.8,22.4,가솔린,2016,경차,현대,69.0
971,9.0,9.9,9.5,9.2,8.4,9.8,7.5,10.4,가솔린,2023,경차,현대,161.0
972,9.1,9.8,8.5,8.6,9.4,9.7,8.7,14.3,디젤,2020,경차,BMW,132.0
973,8.8,9.6,8.2,8.5,9.7,9.0,7.6,9.7,가솔린,2015,경차,메르세데스-벤츠,183.0
975,8.6,9.2,8.5,7.8,8.7,9.7,8.1,9.9,가솔린,2017,경차,메르세데스-벤츠,176.0
976,8.4,10.0,8.4,7.1,8.8,9.4,6.5,8.5,가솔린,2023,경차,BMW,203.0
979,8.7,9.0,8.0,9.0,8.8,9.1,8.6,10.4,가솔린,2017,경차,현대,160.5
983,8.1,8.3,8.6,8.0,8.0,8.3,7.5,14.0,가솔린,2014,경차,기아,120.0
986,9.2,9.7,8.9,8.3,9.3,9.6,9.2,12.8,디젤,2018,경차,BMW,149.0
987,9.2,9.8,8.2,9.2,9.6,9.7,8.5,10.7,디젤,2022,경차,BMW,181.0
988,8.5,8.7,9.0,8.0,8.2,8.2,8.8,13.1,가솔린,2018,경차,현대,125.0
990,8.8,9.5,9.2,8.9,9.0,9.2,7.2,12.4,가솔린,2019,경차,기아,135.5
991,8.7,10.0,8.9,8.1,9.6,9.9,5.5,6.8,가솔린,2021,경차,BMW,256.0
993,9.1,9.6,8.8,8.9,9.2,9.2,9.0,14.5,디젤,2014,경차,BMW,135.0
994,8.5,9.3,8.2,8.7,9.0,9.2,6.6,10.3,디젤,2016,경차,기아,193.0
995,7.5,8.3,7.6,7.3,7.6,7.5,6.6,9.0,디젤,2021,경차,현대,205.5
996,8.8,9.0,8.8,8.2,8.8,8.6,9.8,22.4,가솔린,2017,경차,현대,69.0
998,9.1,9.8,8.4,9.1,9.2,9.5,8.7,10.5,디젤,2018,경차,BMW,185.0
1000,8.4,9.6,8.0,8.1,9.1,9.0,6.9,8.3,가솔린,2024,경차,BMW,208.0
1002,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.4,가솔린,2022,경차,BMW,149.0
1003,8.6,9.3,8.2,8.9,9.1,9.5,6.7,9.3,디젤,2020,경차,기아,210.0
1004,8.1,8.0,8.5,7.9,8.0,8.3,7.8,15.2,가솔린,2014,경차,기아,105.0
1005,8.9,9.4,7.0,9.3,9.0,9.5,9.1,16.7,가솔린,2023,경차,기아,96.0
1006,9.1,9.8,7.7,9.4,9.4,9.6,8.7,5.5,전기,2024,대형/프리미엄,현대,153.5
1007,9.2,9.6,9.5,8.5,10.0,9.5,7.9,10.1,가솔린,2016,경차,렉서스,170.0
1008,8.9,9.4,7.7,9.2,8.8,9.5,9.1,15.8,가솔린,2023,경차,현대,100.5
1011,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2020,경차,렉서스,170.0
1015,8.3,8.5,8.5,8.3,8.2,8.9,7.6,11.9,가솔린,2014,경차,기아,144.5
1017,8.8,8.9,9.1,8.4,8.6,9.1,8.7,13.1,가솔린,2016,경차,현대,123.5
1018,8.0,8.5,8.2,8.2,8.0,8.2,6.9,6.3,LPG,2017,경차,현대,218.0
1021,8.7,9.4,7.9,8.8,8.6,8.7,8.6,5.3,전기,2024,대형/프리미엄,기아,153.5
1022,8.4,8.2,8.9,8.2,8.0,9.2,7.8,12.5,디젤,2016,경차,르노코리아,150.5
1023,8.7,9.2,7.8,8.2,8.9,8.5,9.5,17.4,가솔린,2022,경차,현대,87.0
1025,8.7,9.1,8.7,9.3,8.8,8.8,7.3,11.1,가솔린,2022,경차,현대,147.5
1026,8.3,9.0,9.0,8.6,8.5,8.4,6.4,5.0,전기,2015,대형/프리미엄,기아,153.5
1030,8.6,9.2,8.5,7.8,8.7,9.7,8.1,9.9,가솔린,2018,경차,메르세데스-벤츠,176.0
1031,8.9,9.3,8.4,8.9,8.8,9.6,8.4,12.9,가솔린,2021,경차,르노코리아,124.5
1033,8.2,9.5,8.1,7.3,8.9,9.6,5.9,10.4,가솔린,2019,경차,제네시스,158.5
1037,8.8,9.5,8.6,9.4,9.3,9.4,6.7,7.2,가솔린,2016,경차,제네시스,239.0
1039,9.3,9.9,9.2,9.2,9.8,9.9,7.6,7.6,가솔린,2023,경차,BMW,226.0
1041,9.1,9.7,8.9,8.1,9.4,9.6,8.9,11.2,가솔린,2023,경차,BMW,151.0
1042,8.4,8.8,8.5,8.9,8.4,8.9,7.2,10.3,디젤,2015,경차,기아,197.0
1047,8.5,8.8,8.8,9.0,8.7,8.1,7.9,11.6,가솔린,2018,경차,현대,139.5
1048,8.6,9.3,8.2,8.9,9.1,9.5,6.7,9.3,디젤,2021,경차,기아,211.0
1051,8.4,8.8,8.3,9.0,8.5,9.0,7.1,11.3,디젤,2019,경차,기아,171.0
1052,8.5,8.7,9.0,8.0,8.2,8.2,8.8,14.1,가솔린,2014,경차,현대,122.0
1053,9.2,9.6,8.5,9.7,9.4,9.3,8.6,8.2,가솔린,2024,경차,제네시스,209.0
1055,9.4,9.9,9.1,9.3,9.8,9.8,9.7,4.0,전기,2022,대형/프리미엄,메르세데스-벤츠,153.5
1056,8.6,8.0,8.0,9.2,8.8,9.4,8.0,12.7,가솔린,2024,경차,기아,129.0
1057,8.9,9.4,7.5,9.1,9.2,9.8,8.6,8.0,가솔린,2024,경차,메르세데스-벤츠,216.0
1058,9.0,9.7,8.0,9.5,9.0,9.4,8.8,5.1,전기,2023,대형/프리미엄,현대,153.5
1059,8.7,9.2,8.4,8.2,8.9,9.4,8.1,9.4,가솔린,2018,경차,메르세데스-벤츠,153.5
1060,8.3,8.2,7.8,8.3,8.4,8.9,8.1,15.7,가솔린,2021,경차,기아,104.0
1062,9.1,9.8,8.4,9.1,9.2,9.5,8.7,12.3,디젤,2014,경차,BMW,162.0
1064,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.9,디젤,2016,경차,메르세데스-벤츠,148.0
1065,8.7,9.2,8.4,9.2,8.6,9.3,7.6,11.0,디젤,2022,경차,기아,176.0
1069,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2023,경차,BMW,206.0
1070,9.0,9.6,8.7,8.6,8.4,9.7,8.8,10.4,가솔린,2021,경차,현대,161.0
1071,8.5,9.4,9.0,6.2,8.8,9.6,8.2,12.9,디젤,2016,경차,메르세데스-벤츠,148.0
1072,9.5,9.9,9.2,9.5,9.7,9.8,8.7,4.1,전기,2024,대형/프리미엄,BMW,153.5
1073,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2021,경차,렉서스,186.0
1075,8.9,9.6,8.2,9.5,8.8,9.4,7.7,9.8,디젤,2020,경차,메르세데스-벤츠,199.0
1076,8.8,9.9,7.9,9.6,7.4,9.1,9.2,5.1,전기,2024,대형/프리미엄,테슬라,153.5
1077,8.9,9.5,9.2,7.2,9.4,9.6,8.6,10.7,가솔린,2024,경차,BMW,159.0
1078,8.4,8.8,8.5,8.9,8.4,8.9,7.2,11.2,디젤,2017,경차,기아,179.0
1080,8.4,9.5,8.5,8.3,8.2,9.8,5.8,10.4,가솔린,2020,경차,기아,161.0
1081,9.2,9.8,8.9,8.8,9.5,9.6,9.0,10.9,가솔린,2020,경차,BMW,153.0
1082,9.1,9.6,8.8,9.0,8.8,9.0,9.3,93.7,전기,2018,대형/프리미엄,현대,153.5
1083,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.4,가솔린,2023,경차,BMW,149.0
1084,8.7,9.4,7.9,8.8,8.6,8.7,8.6,5.3,전기,2023,대형/프리미엄,기아,153.5
1085,8.9,9.4,7.0,9.3,9.0,9.5,9.1,16.7,가솔린,2022,경차,기아,96.0
1092,9.2,9.8,8.9,8.8,9.5,9.6,9.0,12.4,가솔린,2022,경차,BMW,135.0
1095,9.5,9.7,9.4,9.1,9.6,9.7,9.4,13.1,디젤,2014,경차,메르세데스-벤츠,151.0
1097,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.9,가솔린,2023,경차,BMW,172.0
1099,9.2,9.6,9.5,8.5,10.0,9.5,7.9,12.7,가솔린,2018,경차,렉서스,132.0
1100,8.6,9.0,8.1,8.8,8.4,9.7,7.8,13.2,가솔린,2020,경차,기아,124.0
1102,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.2,가솔린,2024,경차,BMW,150.0
1103,8.6,9.3,7.8,9.2,9.0,9.7,6.7,9.7,가솔린,2021,경차,제네시스,175.0
1106,8.5,8.8,8.8,9.0,8.7,8.1,7.9,11.6,가솔린,2017,경차,현대,139.5
1107,9.0,9.8,8.2,8.6,9.4,9.9,7.9,10.0,디젤,2021,경차,BMW,194.0
1108,8.6,9.3,8.2,8.9,9.1,9.5,6.7,9.3,디젤,2024,경차,기아,211.5
1110,8.7,8.8,8.5,8.6,8.5,9.0,8.5,16.8,가솔린,2014,경차,기아,100.0
1112,9.1,9.8,8.5,8.6,9.4,9.7,8.7,11.2,가솔린,2024,경차,BMW,149.0
1113,8.9,9.6,8.2,8.1,8.9,9.7,8.6,13.0,디젤,2019,경차,메르세데스-벤츠,146.0
1114,8.7,8.8,9.2,8.5,8.5,8.5,8.8,12.6,가솔린,2018,경차,기아,126.5
1115,9.0,9.6,9.1,9.4,9.5,8.5,7.8,11.2,디젤,2015,경차,현대,180.0
1116,8.7,9.9,8.9,8.6,9.8,9.9,5.4,7.1,가솔린,2021,경차,BMW,247.0
1117,8.7,8.9,8.2,9.2,8.6,9.5,7.9,12.0,가솔린,2021,경차,현대,136.0
1119,8.4,8.8,8.5,8.9,8.4,8.9,7.2,10.9,디젤,2018,경차,기아,180.0
1120,8.5,9.6,7.7,7.9,8.7,9.5,7.7,13.6,디젤,2021,경차,BMW,140.0
1122,8.1,7.9,8.6,8.0,8.0,8.0,8.2,15.0,가솔린,2017,경차,르노코리아,114.0
1123,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.2,가솔린,2023,경차,BMW,150.0
1124,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.5,가솔린,2019,경차,메르세데스-벤츠,153.5
1125,7.5,9.0,7.7,7.7,8.2,7.6,7.0,3.1,전기,2020,대형/프리미엄,현대,153.5
1127,8.6,9.7,9.7,9.3,9.3,10.0,3.3,6.9,가솔린,2015,경차,BMW,260.0
1129,8.3,9.6,7.9,7.8,9.1,9.4,6.2,10.2,가솔린,2022,경차,제네시스,166.0
1130,8.5,9.3,7.7,7.7,8.9,9.4,8.2,13.0,가솔린,2019,경차,현대,127.0
1133,9.2,9.8,7.8,9.5,9.5,9.5,9.3,5.1,전기,2022,대형/프리미엄,제네시스,153.5
1134,8.5,9.7,8.7,8.5,8.4,9.8,6.0,10.8,가솔린,2022,경차,기아,153.5
1137,8.9,9.4,8.8,9.4,9.2,9.4,6.9,8.4,가솔린,2014,경차,현대,214.0
1139,8.8,9.6,7.9,9.4,9.6,9.1,7.3,8.0,가솔린,2017,경차,렉서스,226.0
1141,7.1,8.8,7.4,7.2,7.7,7.5,6.0,8.8,디젤,2022,경차,기아,212.5
1143,9.2,9.5,9.1,9.3,9.0,9.7,8.6,11.5,가솔린,2020,경차,메르세데스-벤츠,150.0
1149,7.3,8.1,7.6,7.2,7.3,7.6,6.1,8.8,디젤,2022,경차,기아,212.5
1150,8.8,9.4,8.1,9.3,9.0,9.7,7.2,10.8,가솔린,2023,경차,제네시스,157.0
1152,9.0,9.5,7.6,9.3,9.3,9.6,8.5,12.2,가솔린,2024,경차,현대,132.5
1154,8.0,8.2,9.0,8.1,8.0,7.9,6.9,11.3,가솔린,2017,경차,르노코리아,149.0
1156,8.8,8.9,8.4,8.1,8.9,9.0,9.5,17.4,가솔린,2020,경차,현대,87.0
1157,8.9,9.3,8.2,9.2,9.5,9.5,7.5,14.9,가솔린,2018,경차,렉서스,108.0
1160,8.7,9.0,8.0,9.0,8.8,9.1,8.6,10.4,가솔린,2018,경차,현대,160.5
1162,8.4,8.8,8.7,8.8,8.3,8.8,6.8,11.3,가솔린,2015,경차,기아,155.0
1164,8.8,8.9,8.7,8.6,8.9,7.9,9.7,19.5,가솔린,2019,경차,기아,79.0
1165,8.7,8.8,9.1,8.2,8.5,8.9,8.9,16.7,디젤,2017,경차,기아,110.0
1167,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.5,가솔린,2015,경차,렉서스,186.0
1168,8.7,9.1,8.7,9.3,8.8,8.8,7.3,11.1,가솔린,2020,경차,현대,147.5
1169,9.2,9.4,8.5,9.5,9.5,9.2,8.9,12.8,가솔린,2016,경차,렉서스,129.0
1172,8.6,9.3,8.3,9.1,8.7,8.6,7.5,13.6,디젤,2020,경차,현대,136.5
1176,8.2,9.7,6.8,8.3,10.0,9.7,4.5,8.0,가솔린,2014,경차,렉서스,222.0
1177,8.1,8.3,8.6,8.0,8.0,8.3,7.5,12.5,가솔린,2014,경차,기아,139.0
1179,8.8,9.2,8.1,9.0,8.7,8.1,9.5,19.1,가솔린,2023,경차,현대,81.0
1180,8.6,8.8,8.5,9.0,8.6,8.3,8.3,13.2,가솔린,2021,경차,현대,123.0
1182,9.2,9.8,8.2,9.2,9.6,9.7,8.5,10.7,디젤,2023,경차,BMW,181.0
1184,9.1,9.8,7.7,9.4,9.4,9.6,8.7,5.5,전기,2023,대형/프리미엄,현대,153.5
1185,8.8,9.4,8.5,7.5,9.0,9.7,8.4,16.5,디젤,2014,경차,BMW,117.0
1187,9.4,9.5,9.2,9.6,9.8,8.9,9.4,14.9,가솔린,2018,경차,렉서스,108.0
1188,8.3,9.6,7.9,7.8,9.1,9.4,6.2,10.7,가솔린,2021,경차,제네시스,158.0
1189,9.1,9.3,9.0,9.0,9.1,9.6,8.9,14.1,가솔린,2024,경차,기아,112.5
1190,8.6,9.3,7.8,9.2,9.0,9.7,6.7,9.7,가솔린,2022,경차,제네시스,175.0
1191,9.5,9.6,8.9,9.6,9.7,9.6,9.8,17.0,가솔린,2019,경차,렉서스,93.0
1192,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.2,가솔린,2022,경차,메르세데스-벤츠,189.0
1193,8.5,9.0,7.0,7.9,8.7,9.3,9.2,17.0,가솔린,2023,경차,르노코리아,92.0
1194,9.4,9.9,9.1,9.3,9.8,9.8,9.7,4.1,전기,2024,대형/프리미엄,메르세데스-벤츠,153.5
1195,8.9,9.4,8.4,8.4,9.2,9.8,8.1,9.9,가솔린,2022,경차,BMW,172.0
1196,7.7,8.4,7.9,7.8,7.8,8.2,6.3,9.7,디젤,2018,경차,현대,190.0
1200,8.3,9.1,8.8,8.1,8.1,8.8,6.7,12.8,가솔린,2014,경차,기아,135.0
1201,9.2,9.6,9.5,8.5,10.0,9.5,7.9,10.1,가솔린,2016,경차,렉서스,170.0
1202,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.6,가솔린,2015,경차,렉서스,136.0
1204,8.6,9.0,8.8,8.4,8.5,9.0,7.9,13.8,디젤,2014,경차,기아,139.5
1205,9.1,9.1,8.5,9.1,9.7,9.4,8.8,9.3,가솔린,2017,경차,렉서스,186.0
1207,8.8,10.0,9.1,9.4,10.0,9.9,4.4,7.6,가솔린,2014,경차,BMW,238.0
1208,9.1,9.8,8.3,9.3,9.7,9.3,7.9,3.2,전기,2020,대형/프리미엄,메르세데스-벤츠,153.5
1209,9.0,9.3,8.9,9.5,9.1,9.4,8.0,11.4,가솔린,2023,경차,기아,144.0
1210,8.9,9.4,8.7,7.7,8.5,10.0,9.4,12.7,전기,2019,경차,BMW,55.0
1214,8.8,8.9,8.9,8.5,8.5,9.1,9.0,12.2,가솔린,2019,경차,기아,138.0
1215,7.8,7.8,7.7,7.3,7.4,9.3,7.4,12.0,가솔린,2016,경차,르노코리아,139.0
1216,9.2,9.9,8.8,9.3,8.4,9.6,9.5,4.3,전기,2019,대형/프리미엄,테슬라,153.5
1217,8.9,9.3,8.2,9.2,9.5,9.5,7.5,7.9,가솔린,2021,경차,렉서스,220.0
1218,8.1,8.3,8.6,8.0,8.0,8.3,7.5,16.2,디젤,2015,경차,기아,120.0
1219,8.9,9.6,8.2,8.1,8.9,9.7,8.6,9.8,가솔린,2021,경차,메르세데스-벤츠,153.5
1220,9.1,9.1,8.5,9.1,9.7,9.4,8.8,12.6,가솔린,2017,경차,렉서스,136.0
1221,8.7,9.1,8.7,9.1,8.8,9.1,7.3,11.0,가솔린,2017,경차,현대,151.5
1222,9.3,9.7,8.2,8.6,9.8,9.7,9.7,16.7,가솔린,2021,경차,렉서스,93.0
1223,8.9,9.8,8.5,8.8,9.6,9.8,6.5,5.6,전기,2020,대형/프리미엄,BMW,153.5
1224,8.5,9.6,7.7,7.9,8.7,9.5,7.7,13.6,디젤,2020,경차,BMW,140.0
1225,8.6,8.8,8.7,8.8,8.5,9.0,8.1,12.0,가솔린,2016,경차,기아,141.5
1227,8.6,9.7,9.7,9.3,9.3,10.0,3.3,6.2,가솔린,2014,경차,BMW,293.0
1228,7.5,8.3,7.6,7.3,7.6,7.5,6.6,8.9,디젤,2017,경차,현대,211.0
1232,9.3,9.8,7.9,9.7,9.6,9.0,9.7,4.0,전기,2022,대형/프리미엄,메르세데스-벤츠,153.5
1233,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2022,경차,BMW,206.0
1236,8.2,8.9,7.6,8.7,8.2,8.8,6.9,11.3,디젤,2023,경차,현대,164.0
1237,8.2,9.8,8.1,8.8,8.7,9.8,4.3,7.7,가솔린,2022,경차,BMW,224.0
1238,8.5,9.1,8.3,7.9,8.5,8.9,8.4,12.6,가솔린,2020,경차,현대,129.5
1239,8.9,9.7,7.7,8.9,8.9,9.6,9.2,3.9,전기,2023,대형/프리미엄,기아,153.5
1240,8.6,8.8,8.7,8.8,8.5,9.0,8.1,10.4,가솔린,2017,경차,기아,163.0
1241,8.7,9.4,9.0,9.5,9.2,8.5,6.6,9.4,가솔린,2015,경차,기아,188.0
1242,8.5,9.6,7.7,7.9,8.7,9.5,7.7,13.6,디젤,2019,경차,BMW,140.0
1243,9.0,9.1,9.2,8.7,8.6,9.4,9.0,13.3,가솔린,2022,경차,현대,123.0
1244,9.0,9.5,7.6,9.3,9.3,9.6,8.5,12.2,가솔린,2023,경차,현대,132.5
1246,8.8,9.6,8.9,8.2,9.0,9.6,7.8,9.4,가솔린,2015,경차,BMW,189.0
1247,8.1,7.9,8.6,8.0,8.0,8.0,8.2,15.0,가솔린,2016,경차,르노코리아,114.0
1248,8.7,9.3,7.8,8.6,8.9,9.6,8.2,9.7,가솔린,2020,경차,메르세데스-벤츠,179.0
1252,9.3,9.7,9.0,8.8,9.7,9.8,8.8,11.2,가솔린,2022,경차,BMW,150.0
1253,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.3,가솔린,2024,경차,BMW,237.0
1254,8.6,9.5,7.9,9.1,9.2,9.8,6.2,13.6,디젤,2024,경차,제네시스,140.0
1256,9.2,9.3,8.8,9.4,9.1,9.3,9.6,16.2,가솔린,2017,경차,기아,97.0
1259,8.4,9.6,8.0,8.1,9.1,9.0,6.9,8.1,가솔린,2024,경차,BMW,213.0
1260,8.4,9.0,7.1,8.6,8.5,9.6,7.5,13.8,가솔린,2023,경차,현대,117.0
1261,8.7,8.5,9.4,8.7,8.5,9.2,7.9,14.2,디젤,2020,경차,르노코리아,133.0
1264,8.9,9.4,8.8,9.4,9.2,9.4,6.9,8.9,가솔린,2015,경차,현대,201.0
1265,8.6,9.2,8.5,7.8,8.7,9.7,8.1,10.6,가솔린,2017,경차,메르세데스-벤츠,153.5
1266,8.0,8.5,8.2,8.2,8.0,8.2,6.9,9.2,디젤,2015,경차,현대,222.0
1268,8.2,9.7,6.8,8.3,10.0,9.7,4.5,7.9,가솔린,2019,경차,렉서스,222.0
1269,8.8,9.4,8.1,9.3,9.0,9.7,7.2,14.6,디젤,2022,경차,제네시스,130.0
1271,8.8,9.5,8.1,9.5,9.2,9.7,6.6,10.6,가솔린,2024,경차,제네시스,159.0
1273,9.2,9.6,8.1,9.5,9.3,9.8,8.8,10.5,디젤,2023,경차,메르세데스-벤츠,184.0
1274,9.2,9.8,8.9,8.8,9.5,9.6,9.0,13.9,디젤,2017,경차,BMW,135.5
1275,8.8,9.1,8.2,9.0,8.9,8.8,8.5,11.6,가솔린,2014,경차,현대,151.0
1279,7.9,9.0,8.0,7.0,9.0,7.5,7.0,12.6,가솔린,2016,경차,기아,138.0
1280,8.5,9.4,7.9,9.0,8.9,9.1,6.5,8.8,가솔린,2020,경차,제네시스,196.0
1281,8.4,8.2,8.9,8.2,8.0,9.2,7.8,12.5,디젤,2018,경차,르노코리아,150.5
1282,8.8,9.5,8.6,9.4,9.3,9.4,6.7,8.5,가솔린,2016,경차,제네시스,203.0
1283,9.5,9.7,8.5,9.7,9.8,9.8,9.3,10.0,전기,2023,경차,BMW,42.0
1284,8.7,9.2,8.4,9.2,8.6,9.3,7.6,12.6,디젤,2022,경차,기아,153.0
1286,8.5,9.4,8.2,7.9,8.6,8.8,7.9,12.7,가솔린,2022,경차,현대,125.0
1289,8.5,9.5,7.7,9.2,8.9,9.6,6.2,13.2,디젤,2024,경차,기아,138.0
1291,8.9,9.7,7.9,8.2,9.3,9.9,8.6,12.8,디젤,2016,경차,BMW,156.0
1297,8.3,9.0,9.0,8.6,8.5,8.4,6.4,5.0,전기,2014,대형/프리미엄,기아,153.5
1300,8.6,8.9,8.9,8.7,8.7,8.5,7.8,15.3,디젤,2019,경차,기아,118.0
1301,8.9,9.5,7.0,9.0,10.0,10.0,8.0,10.8,가솔린,2024,경차,BMW,156.0
1302,8.7,8.9,8.9,9.0,8.6,8.9,7.9,12.0,가솔린,2016,경차,현대,141.5
1303,9.2,9.6,8.1,9.5,9.3,9.8,8.8,11.4,디젤,2024,경차,메르세데스-벤츠,169.0
1304,8.9,9.5,9.2,9.6,9.4,8.9,6.8,10.4,가솔린,2017,경차,현대,171.0
1306,9.3,9.6,8.6,9.6,9.3,9.4,9.5,17.1,가솔린,2021,경차,기아,91.0
1307,9.1,9.8,8.4,9.1,9.2,9.5,8.7,12.3,디젤,2015,경차,BMW,162.0
1310,9.2,9.2,8.6,9.4,9.1,9.8,9.4,21.1,가솔린,2023,경차,현대,74.0
1312,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2020,경차,렉서스,170.0
1313,7.9,9.8,8.9,6.2,7.7,9.2,5.7,10.2,가솔린,2020,경차,현대,163.0
1314,8.8,9.4,8.1,8.8,9.1,9.5,8.2,5.8,가솔린,2016,경차,메르세데스-벤츠,306.0
1317,9.2,9.6,9.5,8.5,10.0,9.5,7.9,8.9,가솔린,2018,경차,렉서스,193.0
1318,9.0,9.3,8.9,9.5,9.1,9.4,8.0,11.7,가솔린,2021,경차,기아,142.0
1319,8.9,9.7,7.7,8.9,8.9,9.6,9.2,5.6,전기,2023,대형/프리미엄,기아,153.5
1320,8.2,7.7,7.8,9.0,8.2,9.1,7.2,12.7,가솔린,2022,경차,기아,129.0
1322,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2014,경차,렉서스,174.0
1323,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.6,가솔린,2024,경차,BMW,230.0
1324,8.6,9.2,8.5,7.8,8.7,9.7,8.1,9.7,가솔린,2015,경차,메르세데스-벤츠,165.0
1325,9.0,10.0,10.0,8.0,8.0,10.0,8.0,7.3,가솔린,2020,경차,BMW,237.0
1326,9.3,9.8,8.8,9.3,9.5,9.4,9.1,12.2,디젤,2016,경차,BMW,157.0
1328,8.7,8.9,7.7,9.2,8.8,9.6,7.9,12.0,가솔린,2024,경차,기아,137.5
1333,8.7,9.3,8.1,9.2,8.4,9.5,7.9,13.7,디젤,2022,경차,기아,136.0
1334,9.6,9.9,8.3,9.8,9.8,9.6,10.0,3.4,전기,2023,대형/프리미엄,BMW,153.5
1335,9.4,9.6,8.1,9.1,9.8,9.7,9.8,14.0,가솔린,2022,경차,렉서스,114.0
1336,8.7,9.6,7.7,8.0,8.7,9.9,8.1,9.0,가솔린,2021,경차,메르세데스-벤츠,194.0
1338,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.4,디젤,2021,경차,메르세데스-벤츠,154.0
1339,8.8,8.9,8.9,8.5,8.5,9.1,9.0,14.4,가솔린,2020,경차,기아,111.0
1346,8.6,9.3,8.4,8.2,9.6,9.3,7.0,10.2,가솔린,2017,경차,렉서스,170.0
1347,9.2,9.4,8.5,9.5,9.5,9.2,8.9,8.9,가솔린,2021,경차,렉서스,193.0
1348,9.1,9.3,9.0,9.0,9.1,9.6,8.9,12.1,가솔린,2022,경차,기아,139.0
1349,8.8,9.4,8.5,7.5,9.0,9.7,8.4,10.9,가솔린,2016,경차,BMW,161.0
1350,8.9,9.7,7.9,8.2,9.3,9.9,8.6,8.3,가솔린,2016,경차,BMW,214.0
1352,9.2,9.2,8.3,8.8,9.6,9.4,9.7,17.0,가솔린,2019,경차,렉서스,93.0
1353,8.8,8.7,9.4,8.9,8.7,9.3,7.9,11.6,가솔린,2023,경차,르노코리아,143.0
1354,8.7,9.3,7.8,8.6,8.9,9.6,8.2,12.7,디젤,2018,경차,메르세데스-벤츠,153.5
1355,8.7,9.3,8.1,9.2,8.4,9.5,7.9,14.3,디젤,2020,경차,기아,133.0
1356,8.7,9.9,8.0,8.8,9.4,9.4,7.0,8.3,가솔린,2021,경차,BMW,206.0
1357,8.7,8.9,8.9,9.0,8.6,8.9,7.9,10.8,가솔린,2015,경차,현대,164.0
1358,9.3,9.8,8.9,9.5,8.7,9.5,9.4,5.4,전기,2022,대형/프리미엄,테슬라,153.5
1362,8.7,8.7,8.7,8.9,8.5,8.4,8.8,16.0,가솔린,2014,경차,기아,106.0
1363,9.3,9.8,8.8,9.3,9.5,9.4,9.1,11.6,디젤,2021,경차,BMW,150.0
1365,8.5,8.7,9.0,8.0,8.2,8.2,8.8,14.1,가솔린,2015,경차,현대,117.5
1366,8.6,9.5,7.9,9.1,9.2,9.8,6.2,13.5,디젤,2022,경차,제네시스,141.0
1367,7.9,9.1,9.0,7.2,8.2,9.2,5.0,9.9,가솔린,2015,경차,제네시스,178.5
1369,9.2,9.4,8.5,9.5,9.5,9.2,8.9,12.8,가솔린,2018,경차,렉서스,129.0
