속도,고도,교류_컴프레서,교류_컴프레서_압력,교류_덕트_온도_드라이버,교류_고전압히터,교류_내부_온도_전선,교류_외부_온도,배터리_관리_시스템_배터리_냉각기_상태,배터리_관리_시스템_배터리_냉각수_입구_온도,배터리_관리_시스템_배터리_밸브_모드,배터리_관리_시스템_베터리_밸브_피드백,배터리_관리_시스템_배터리_밸브_요구_사항,배터리_관리_시스템_고전압_팩_전류,배터리_관리_시스템_고전압_팩_전압,배터리_관리_시스템_전동식워터펌프속도,배터리_관리_시스템_전력전자_밸브_피드백,배터리_관리_시스템_전력전자_밸브_요구_사항,배터리_관리_시스템_온도01,배터리_관리_시스템_온도02,배터리_관리_시스템_온도03,배터리_관리_시스템_온도04,배터리_관리_시스템_온도05,클러스터_주행거리,마이크로컨트롤_유닛_모터_속도,마이크로컨트롤_유닛_모터_토크_실제,차량제어기_브레이크_스위치,motor_speed,pack_current,decel,regen,regen_event
56.8,54.09999847,1,9.4,7.5,0,25.5,32.0,0,33,0,0,0,-49.3,371.0,1000,0,0,32,33,32,32,33,13932,4991,-45.2,1,56.76379929,-49.3,0,1,0
54.1,54.90000153,1,9.4,8.0,0,25.5,32.0,0,33,0,0,0,-62.7,371.5,1000,0,0,32,33,32,33,33,13932,4653,-48.9,1,54.0969183,-62.7,0,1,0
51.2,54.29999924,1,9.4,8.0,0,25.5,32.0,0,33,0,0,0,-56.7,371.5,1000,0,0,32,33,32,33,33,13932,4303,-43.2,1,51.15224155,-56.7,0,1,0
47.6,54.40000153,1,9.4,7.5,0,25.5,32.0,0,33,0,0,0,-45.2,371.4,1000,0,0,32,33,32,32,33,13932,4048,-30.7,1,47.55936057,-45.2,0,1,0
43.8,54.29999924,1,9.4,7.5,0,25.5,32.0,0,33,0,0,0,8.4,369.9,1000,0,0,32,33,32,32,33,13932,3958,15.4,0,43.79979929,8.4,0,0,0
41.4,54.70000076,1,9.4,7.5,0,25.5,32.0,0,33,0,0,0,42.6,369.1,1000,0,0,32,33,32,32,33,13932,4026,31.8,0,41.41072113,42.6,0,0,0
41.8,54.79999924,1,9.4,8.0,0,25.5,32.0,0,33,0,0,0,48.1,368.5,1000,0,0,32,33,32,32,33,13932,4026,31.8,0,41.83668028,48.1,0,0,0
41.8,54.79999924,1,9.4,8.0,0,25.5,32.0,0,33,0,0,0,48.1,368.3,1000,0,0,32,33,32,33,33,13932,4140,44.2,0,41.83668028,48.1,0,0,0
44.5,53.59999847,1,9.4,8.0,0,25.5,32.5,0,33,0,0,0,5.7,369.0,1000,0,0,32,33,32,33,33,13932,4263,30.5,0,44.5220817,5.7,0,0,0
44.5,53.59999847,1,9.4,8.0,0,25.5,32.5,0,33,0,0,0,-35.1,370.8,1000,0,0,32,33,32,33,33,13932,4255,-22.5,0,44.5220817,-35.1,0,1,0
43.2,54.40000153,1,9.6,8.0,0,25.5,32.5,0,33,0,0,0,-31.7,370.8,1000,0,0,32,33,32,32,33,13932,4065,-31.5,0,43.20715986,-31.7,0,1,0
42.1,53.40000153,1,9.6,8.0,0,25.5,32.5,0,33,0,0,0,3.8,370.0,1000,0,0,32,33,32,33,33,13932,3876,-32.0,0,42.07743873,3.8,0,0,0
40.2,54.0,1,9.6,8.0,0,25.5,32.5,0,33,0,0,0,14.2,369.3,1000,0,0,32,33,32,32,33,13933,3859,1.1,0,40.22543873,14.2,0,0,0
39.5,53.70000076,1,9.6,8.0,0,25.5,32.5,0,33,0,0,0,37.8,368.9,1000,0,0,32,33,32,32,33,13933,3879,27.1,0,39.54020071,37.8,0,0,0
40.2,52.79999924,1,9.6,8.0,0,25.5,32.5,0,33,0,0,0,36.6,368.8,1000,0,0,32,33,32,33,33,13933,3964,26.4,0,40.2069183,36.6,0,0,0
41.6,53.09999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,36.9,368.8,1000,0,0,32,33,32,33,33,13933,4022,25.1,0,41.5959183,36.9,0,0,0
41.5,53.40000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,9.0,369.4,1000,0,0,32,33,32,32,33,13933,4030,2.4,0,41.50331972,9.0,0,0,0
41.5,53.40000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,13.1,369.5,1000,0,0,32,33,32,32,33,13933,3973,6.9,0,41.50331972,13.1,0,0,0
41.5,53.0,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,13.0,369.4,1000,0,0,32,33,32,33,33,13933,3899,5.7,0,41.54036057,13.0,0,0,0
40.7,53.09999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,65.4,368.3,1000,0,0,32,33,32,33,33,13933,3949,62.3,0,40.65140141,65.4,0,0,0
40.7,53.09999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,113.2,366.8,1020,0,0,32,33,32,33,33,13933,4153,88.1,0,40.65140141,113.2,0,0,0
42.6,54.40000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,75.8,366.9,1020,0,0,32,33,32,33,33,13933,4372,83.9,0,42.596,75.8,0,0,0
45.2,54.40000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,31.7,368.4,1020,0,0,32,33,32,33,33,13933,4471,40.5,0,45.22584014,31.7,0,0,0
45.7,54.59999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,9.5,369.7,1020,0,0,32,33,32,33,33,13933,4332,-26.0,0,45.70736057,9.5,0,0,0
45.7,54.59999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,64.3,368.0,1020,0,0,32,33,32,33,33,13933,4195,37.5,0,45.70736057,64.3,0,0,0
43.7,55.09999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,64.3,368.0,1020,0,0,32,33,32,33,33,13933,4221,69.0,0,43.74424155,64.3,0,0,0
44.4,56.5,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,53.9,367.9,1020,0,0,32,33,32,33,33,13933,4221,69.0,0,44.42947958,53.9,0,0,0
44.4,56.5,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,56.5,367.9,1020,0,0,32,33,32,33,33,13933,4234,38.9,0,44.42947958,56.5,0,0,0
43.4,58.09999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,38.3,368.2,1020,0,0,32,33,32,33,33,13933,4196,29.2,0,43.41088099,38.3,0,0,0
43.4,58.09999847,1,9.4,7.5,0,25.5,32.5,0,33,0,0,0,38.7,368.2,1020,0,0,32,33,32,33,33,13933,4087,27.6,0,43.41088099,38.7,0,0,0
42.9,58.90000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,57.7,367.7,1020,0,0,32,33,32,33,33,13933,4063,44.2,0,42.91084014,57.7,0,0,0
42.4,59.90000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,84.1,367.0,1020,0,0,32,33,32,33,33,13933,4161,71.0,0,42.39227887,84.1,0,0,0
42.4,59.79999924,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,150.0,365.2,1020,0,0,32,33,32,33,33,13933,4371,112.9,0,42.44784014,150.0,0,0,0
45.1,60.40000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,-31.6,370.2,1020,0,0,32,33,32,33,33,13933,4178,-21.8,0,45.09620071,-31.6,0,1,0
45.1,60.40000153,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,30.5,368.4,1040,0,0,32,33,32,33,33,13933,4026,38.0,0,45.09620071,30.5,0,0,0
41.6,62.59999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,66.3,367.4,1040,0,0,32,33,32,33,33,13933,4045,70.6,0,41.5959183,66.3,0,0,0
41.6,62.59999847,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,73.6,367.0,1040,0,0,32,33,32,33,33,13933,4068,63.6,0,41.5959183,73.6,0,0,0
42.1,63.29999924,1,9.6,7.5,0,25.5,32.5,0,33,0,0,0,117.4,365.9,1040,0,0,32,33,32,33,33,13933,4143,76.3,0,42.133,117.4,0,0,0
42.1,63.29999924,1,9.4,7.5,0,25.5,32.5,0,33,0,0,0,34.9,367.2,1040,0,0,32,33,32,33,33,13933,4275,52.6,0,42.133,34.9,0,0,0
44.2,64.09999847,1,9.4,7.5,0,25.5,32.5,0,33,0,0,0,-22.9,369.5,1040,0,0,32,33,32,33,33,13933,4132,-8.3,0,44.22575845,-22.9,0,1,0
44.2,64.09999847,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,55.8,367.7,1040,0,0,32,33,32,33,33,13933,3925,40.0,0,44.22575845,55.8,0,0,0
42.5,65.59999847,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,79.4,366.9,1040,0,0,32,33,32,33,33,13933,4014,65.2,0,42.48488099,79.4,0,0,0
40.7,65.30000305,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,46.3,367.8,1040,0,0,32,33,32,33,33,13933,4049,34.2,0,40.744,46.3,0,0,0
41.7,66.0,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,27.0,368.2,1040,0,0,32,33,32,33,33,13933,4019,16.3,0,41.72556127,27.0,0,0,0
41.8,66.40000153,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,33.8,368.1,1060,0,0,32,33,32,33,33,13933,3984,25.1,0,41.81815986,33.8,0,0,0
41.7,67.09999847,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,51.8,367.8,1060,0,0,32,33,32,33,33,13933,3986,36.2,0,41.68852042,51.8,0,0,0
41.4,67.59999847,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,70.8,367.0,1060,0,0,32,33,32,33,33,13933,4135,55.7,0,41.35515986,70.8,0,0,0
41.5,67.59999847,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,51.9,367.5,1060,0,0,32,33,32,33,33,13933,4191,32.6,0,41.50331972,51.9,0,0,0
42.9,68.09999847,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,45.8,367.7,1060,0,0,32,33,32,33,33,13933,4230,34.9,0,42.87379929,45.8,0,0,0
43.5,68.80000305,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,47.4,367.7,1060,0,0,32,33,32,33,33,13933,4300,31.7,0,43.50347958,47.4,0,0,0
44.7,69.40000153,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,57.3,367.4,1060,0,0,32,33,32,33,33,13933,4406,42.3,0,44.70727887,57.3,0,0,0
44.7,69.40000153,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,70.0,367.3,1060,0,0,32,33,32,33,33,13933,4558,52.9,0,44.70727887,70.0,0,0,0
45.7,68.69999695,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,74.3,366.9,1060,0,0,32,33,32,33,33,13933,4726,49.2,0,45.72588099,74.3,0,0,0
49.0,69.09999847,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,73.9,366.9,1060,0,0,32,33,32,33,33,13933,4907,45.3,0,48.98540141,73.9,0,0,0
50.8,68.90000153,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,69.7,367.1,1060,0,0,32,33,32,33,33,13933,5080,41.2,0,50.76331972,69.7,0,0,0
50.8,68.90000153,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,56.6,367.2,1060,0,0,32,33,32,33,33,13933,5197,32.9,0,50.76331972,56.6,0,0,0
52.5,69.69999695,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,19.3,367.9,1060,0,0,32,33,32,33,33,13933,5252,5.7,0,52.48568028,19.3,0,0,0
54.6,68.19999695,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,25.5,368.6,1080,0,0,32,33,32,33,33,13933,5282,19.7,0,54.59695915,25.5,0,0,0
54.6,68.19999695,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,81.4,366.7,1080,0,0,32,33,32,33,33,13933,5398,44.6,0,54.59695915,81.4,0,0,0
54.6,69.09999847,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,59.0,366.9,1080,0,0,32,33,32,33,33,13933,5522,20.2,0,54.634,59.0,0,0,0
55.8,68.59999847,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,-6.6,369.1,1080,0,0,32,33,32,33,33,13933,5456,-2.4,0,55.83779929,-6.6,0,1,0
57.1,68.90000153,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,0.3,368.9,1080,0,0,32,33,32,33,33,13933,5413,14.4,0,57.07863943,0.3,0,0,0
56.7,69.5,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,28.6,368.2,1080,0,0,32,33,32,33,33,13933,5435,16.9,0,56.70824155,28.6,0,0,0
56.1,69.5,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,30.4,368.1,1080,0,0,32,33,32,33,33,13933,5455,5.3,0,56.0970817,30.4,0,0,0
56.5,68.69999695,1,9.4,7.5,0,25.5,33.0,0,33,0,0,0,16.1,368.7,1080,0,0,32,33,32,33,33,13933,5454,6.6,0,56.486,16.1,0,0,0
56.5,68.69999695,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,45.6,367.6,1080,0,0,32,33,32,33,33,13933,5554,36.8,0,56.486,45.6,0,0,0
56.6,69.30000305,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,89.8,367.0,1080,0,0,32,33,32,33,33,13933,5743,50.4,0,56.5600817,89.8,0,0,0
56.4,69.5,1,9.6,7.5,0,25.5,33.0,0,33,0,0,0,90.5,366.2,1080,0,0,32,33,32,33,33,13933,5743,50.4,0,56.4119183,90.5,0,0,0
59.3,69.59999847,1,9.6,7.5,0,25.5,33.5,0,33,0,0,0,17.1,368.0,1080,0,0,32,33,32,33,33,13933,5817,8.5,0,59.31955774,17.1,0,0,0
60.4,69.59999847,1,9.6,7.5,0,25.5,33.5,0,33,0,0,0,4.7,368.6,1080,0,0,32,33,32,33,33,13933,5748,-0.6,0,60.41223802,4.7,0,0,0
59.9,69.69999695,1,9.6,7.5,0,25.5,33.5,0,33,0,0,0,22.4,368.3,1080,0,0,32,33,32,33,33,13933,5689,1.1,0,59.93072113,22.4,0,0,0
59.0,69.09999847,1,9.6,7.5,0,25.5,33.5,0,33,0,0,0,22.8,368.2,1080,0,0,32,33,32,33,33,13933,5610,8.2,0,59.02324155,22.8,0,0,0
58.0,68.30000305,1,9.6,7.5,0,25.5,33.5,0,33,0,0,0,47.7,367.7,1080,0,0,32,33,32,33,33,13933,5585,18.4,0,57.98611901,47.7,0,0,0
58.0,68.30000305,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,39.6,367.8,1080,0,0,32,33,32,33,33,13933,5579,18.2,0,57.98611901,39.6,0,0,0
57.9,68.59999847,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,39.6,367.8,1080,0,0,32,33,32,33,33,13933,5579,18.2,0,57.89352042,39.6,0,0,0
57.9,68.59999847,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,18.8,368.4,1080,0,0,32,33,32,33,33,13933,5539,6.5,0,57.89352042,18.8,0,0,0
57.7,67.90000153,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,19.8,368.4,1060,0,0,32,33,32,33,33,13933,5467,8.6,0,57.74536057,19.8,0,0,0
57.5,68.5,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,45.5,368.0,1060,0,0,32,33,32,33,33,13933,5396,8.8,0,57.54163943,45.5,0,0,0
56.2,69.30000305,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,23.5,368.0,1060,0,0,32,33,32,33,33,13933,5387,18.5,0,56.15263943,23.5,0,0,0
56.1,69.59999847,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,6.2,368.7,1060,0,0,32,33,32,33,33,13933,5305,4.3,0,56.06004085,6.2,0,0,0
55.6,69.69999695,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,7.1,368.8,1060,0,0,32,33,32,33,33,13933,5210,0.6,0,55.57852042,7.1,0,0,0
54.4,70.40000153,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,17.5,368.7,1060,0,0,32,33,32,33,33,13933,5150,5.5,0,54.44879929,17.5,0,0,0
53.7,70.5,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,19.8,368.5,1060,0,0,32,33,32,33,33,13933,5092,8.4,0,53.65243873,19.8,0,0,0
53.0,70.90000153,1,9.4,7.5,0,25.5,33.5,0,33,0,0,0,20.6,368.5,1060,0,0,32,33,32,33,33,13933,5033,11.0,0,53.02275845,20.6,0,0,0
52.4,70.40000153,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,38.6,368.1,1060,0,0,32,33,32,33,33,13933,5021,37.3,0,52.3930817,38.6,0,0,0
51.9,70.40000153,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,67.7,367.1,1060,0,0,32,33,32,33,33,13933,5105,40.8,0,51.91156127,67.7,0,0,0
52.4,70.80000305,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,70.0,366.9,1060,0,0,32,33,32,33,33,13933,5190,38.6,0,52.35604085,70.0,0,0,0
53.2,70.40000153,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,53.2,367.4,1060,0,0,32,33,32,33,33,13934,5275,37.7,0,53.245,53.2,0,0,0
54.8,71.0,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,-2.2,368.7,1060,0,0,32,33,32,33,33,13934,5285,7.7,0,54.76363943,-2.2,0,1,0
54.8,71.0,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,-39.3,370.1,1060,0,0,32,33,32,33,33,13934,5106,-24.1,0,54.76363943,-39.3,0,1,0
54.2,70.30000305,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,-35.9,370.1,1060,0,0,32,33,32,33,33,13934,4871,-30.2,0,54.15247958,-35.9,0,1,0
49.5,72.09999847,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,-38.5,370.3,1080,0,0,32,33,32,33,33,13934,4624,-31.6,0,49.4669183,-38.5,0,1,0
49.5,72.09999847,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,-39.0,370.3,1060,0,0,32,33,32,33,33,13934,4392,-30.0,0,49.4669183,-39.0,0,1,0
47.4,71.90000153,1,9.6,7.5,0,25.5,34.0,0,33,0,0,0,-4.5,370.0,1060,0,0,32,33,32,33,33,13934,4185,-16.3,0,47.39268028,-4.5,0,1,0
44.9,72.59999847,1,9.6,7.5,0,25.5,34.0,0,33,0,0,0,24.3,368.5,1060,0,0,32,33,32,33,33,13934,4136,14.6,0,44.94804085,24.3,0,0,0
43.2,73.69999695,1,9.6,7.5,0,25.5,34.0,0,33,0,0,0,26.5,368.4,1060,0,0,32,33,32,33,33,13934,4145,20.1,0,43.24420071,26.5,0,0,0
43.2,72.80000305,1,9.6,7.5,0,25.5,34.0,0,33,0,0,0,41.7,368.3,1060,0,0,32,33,32,33,33,13934,4174,34.9,0,43.18863943,41.7,0,0,0
43.2,72.80000305,1,9.6,7.5,0,25.5,34.0,0,33,0,0,0,71.4,367.2,1060,0,0,32,33,32,33,33,13934,4315,51.9,0,43.18863943,71.4,0,0,0
43.5,73.80000305,1,9.6,7.5,0,25.5,34.0,0,33,0,0,0,69.1,367.1,1060,0,0,32,33,32,33,33,13934,4465,49.7,0,43.54052042,69.1,0,0,0
45.1,73.19999695,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,67.7,367.2,1060,0,0,32,33,32,33,33,13934,4618,51.8,0,45.11472113,67.7,0,0,0
46.7,73.19999695,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,97.8,366.7,1060,0,0,32,33,32,33,33,13934,4838,59.0,0,46.6889183,97.8,0,0,0
48.1,73.5,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,70.2,366.5,1060,0,0,32,33,32,33,33,13934,4957,17.9,0,48.13347958,70.2,0,0,0
51.3,72.5,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,28.9,368.0,1060,0,0,32,33,32,33,33,13934,4945,14.9,0,51.3189183,28.9,0,0,0
51.3,72.5,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,32.8,367.9,1060,0,0,32,33,32,33,33,13934,5020,47.6,0,51.3189183,32.8,0,0,0
51.4,73.19999695,1,9.4,7.5,0,25.5,34.0,0,33,0,0,0,73.3,366.5,1060,0,0,32,33,32,33,33,13934,5141,49.6,0,51.35595915,73.3,0,0,0
55.0,72.40000153,1,9.2,7.5,0,25.5,34.0,0,33,0,0,0,36.4,367.2,1060,0,0,32,33,32,33,33,13934,5267,32.8,0,54.96736057,36.4,0,0,0
55.0,72.40000153,1,9.2,7.5,0,25.5,34.0,0,33,0,0,0,32.3,367.7,1060,0,0,32,33,32,33,33,13934,5256,16.2,0,54.96736057,32.3,0,0,0
54.5,73.0,1,9.2,7.5,0,25.5,34.0,0,33,0,0,0,39.5,367.7,1080,0,0,32,33,32,33,33,13934,5287,19.0,0,54.46731972,39.5,0,0,0
54.6,73.40000153,1,9.2,7.5,0,25.5,34.0,0,33,0,0,0,59.9,367.1,1080,0,0,32,33,32,33,33,13934,5304,29.9,0,54.57843873,59.9,0,0,0
54.6,73.30000305,1,9.2,7.5,0,25.5,34.5,0,33,0,0,0,57.1,367.3,1080,0,0,32,33,32,33,33,13934,5391,31.9,0,54.57843873,57.1,0,0,0
55.0,73.69999695,1,9.2,7.5,0,25.5,34.5,0,33,0,0,0,56.7,367.2,1080,0,0,32,33,32,33,33,13934,5447,32.5,0,55.04143873,56.7,0,0,0
55.9,73.5,1,9.2,7.5,0,25.5,34.5,0,33,0,0,0,56.7,367.1,1080,0,0,32,33,32,33,33,13934,5508,29.2,0,55.93040141,56.7,0,0,0
57.5,73.5,1,9.2,7.5,0,25.5,34.5,0,33,0,0,0,56.1,367.1,1080,0,0,32,33,32,33,33,13934,5556,23.4,0,57.4860817,56.1,0,0,0
57.5,73.5,1,9.2,7.5,0,26.0,34.5,0,33,0,0,0,43.0,367.4,1080,0,0,32,33,32,33,33,13934,5503,-2.6,0,57.4860817,43.0,0,0,0
57.6,72.90000153,1,9.2,7.5,0,26.0,34.5,0,33,0,0,0,-10.6,369.1,1080,0,0,32,33,32,33,33,13934,5408,-14.2,0,57.59720071,-10.6,0,1,0
57.6,72.90000153,1,9.2,7.5,0,26.0,34.5,0,33,0,0,0,-19.0,369.5,1080,0,0,32,33,32,33,33,13934,5243,-15.0,0,57.59720071,-19.0,0,1,0
54.6,73.19999695,1,9.4,7.5,0,26.0,34.5,0,33,0,0,0,-4.0,369.2,1080,0,0,32,33,32,33,33,13934,5176,30.5,0,54.57843873,-4.0,0,1,0
54.6,73.19999695,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,59.0,367.4,1080,0,0,32,33,32,33,33,13934,5254,39.6,0,54.57843873,59.0,0,0,0
54.4,74.0,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,66.7,367.0,1080,0,0,32,33,32,33,33,13934,5296,15.1,0,54.44879929,66.7,0,0,0
54.9,74.0,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,28.0,367.8,1080,0,0,32,33,32,33,33,13934,5264,15.4,0,54.91179929,28.0,0,0,0
54.9,74.0,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,10.9,368.3,1080,0,0,32,33,32,33,33,13934,5211,3.5,0,54.91179929,10.9,0,0,0
54.9,73.30000305,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,-41.0,369.7,1080,0,0,32,33,32,33,33,13934,5060,-34.2,0,54.89327887,-41.0,0,1,0
54.3,73.40000153,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,119.3,366.7,1080,0,0,32,33,32,33,33,13934,5075,89.3,0,54.30063943,119.3,0,0,0
53.1,73.69999695,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,138.4,365.1,1080,0,0,32,33,32,33,33,13934,5331,81.7,0,53.07831972,138.4,0,0,0
52.2,73.30000305,1,9.4,7.5,0,25.5,34.5,0,33,0,0,0,135.3,364.9,1080,0,0,32,33,32,33,33,13934,5583,77.8,0,52.15231972,135.3,0,0,0
54.7,73.0,1,9.4,7.5,0,26.0,34.5,0,33,0,0,0,131.4,364.9,1080,0,0,32,33,32,33,33,13934,5861,81.9,0,54.7080817,131.4,0,0,0
59.9,74.80000305,1,9.4,7.5,0,26.0,34.5,0,33,0,0,0,140.9,364.3,1080,0,0,32,33,32,33,33,13934,6077,54.4,0,59.94923802,140.9,0,0,0
62.6,74.40000153,1,9.6,7.5,0,26.0,34.5,0,33,0,0,0,84.4,366.0,1080,0,0,32,33,32,33,33,13934,6077,54.4,0,62.5790817,84.4,0,0,0
62.6,74.40000153,1,9.6,7.5,0,26.0,35.0,0,33,0,0,0,82.6,366.0,1080,0,0,32,33,32,33,33,13934,6230,41.7,0,62.5790817,82.6,0,0,0
64.3,74.19999695,1,9.6,7.5,0,26.0,35.0,0,33,0,0,0,46.7,366.9,1080,0,0,32,33,32,33,33,13934,6334,23.7,0,64.30144226,46.7,0,0,0
65.5,74.5,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,43.9,367.1,1080,0,0,32,33,32,33,33,13934,6374,19.6,0,65.46819717,43.9,0,0,0
66.0,74.30000305,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,23.9,367.3,1080,0,0,32,33,32,33,33,13934,6424,19.0,0,66.00527887,23.9,0,0,0
66.6,73.40000153,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,22.2,367.9,1080,0,0,32,33,32,33,33,13934,6442,5.3,0,66.5979183,22.2,0,0,0
66.7,73.59999847,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-30.1,370.0,1060,0,0,32,33,32,33,33,13934,6410,-21.4,0,66.70904085,-30.1,0,1,0
66.6,73.40000153,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-46.0,369.8,1080,0,0,32,33,32,33,33,13934,6168,-28.7,0,66.61644226,-46.0,0,1,0
65.0,72.69999695,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-52.8,370.2,1060,0,0,32,33,32,33,33,13934,6019,-31.7,0,65.00519717,-52.8,0,1,0
63.2,72.90000153,1,9.2,7.5,0,26.0,35.0,0,33,0,0,0,0.6,368.9,1060,0,0,32,33,32,33,33,13934,5963,-2.9,0,63.22727887,0.6,0,0,0
62.1,72.5,1,9.2,7.5,0,26.0,35.0,0,33,0,0,0,-21.9,368.7,1060,0,0,32,33,32,33,33,13934,6021,0.9,0,62.06051689,-21.9,0,1,0
62.1,71.0,1,9.2,7.5,0,26.0,35.0,0,33,0,0,0,-49.2,370.2,1060,0,0,32,33,32,33,33,13934,5997,-32.3,0,62.06051689,-49.2,0,1,0
62.7,71.5,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-49.5,370.4,1060,0,0,32,33,32,33,33,13934,5903,-31.7,0,62.70872113,-49.5,0,1,0
61.7,72.19999695,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-18.7,369.9,1060,0,0,32,33,32,33,33,13934,5796,-31.0,0,61.72716339,-18.7,0,1,0
60.6,70.80000305,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,0.6,369.1,1060,0,0,32,33,32,33,33,13934,5781,-1.7,0,60.61595915,0.6,0,0,0
59.9,69.5,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-20.6,369.5,1060,0,0,32,33,32,33,33,13934,5818,-3.2,0,59.89368028,-20.6,0,1,0
60.0,70.0,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-36.9,370.0,1060,0,0,32,33,32,33,33,13934,5744,-24.0,0,59.96776198,-36.9,0,1,0
59.3,68.59999847,1,9.4,7.5,0,26.0,35.0,0,33,0,0,0,-33.9,370.2,1060,0,0,32,33,32,33,33,13934,5678,-25.8,0,59.264,-33.9,0,1,0
