속도,고도,교류_컴프레서,교류_컴프레서_압력,교류_덕트_온도_드라이버,교류_고전압히터,교류_내부_온도_전선,교류_외부_온도,배터리_관리_시스템_배터리_냉각기_상태,배터리_관리_시스템_배터리_냉각수_입구_온도,배터리_관리_시스템_배터리_밸브_모드,배터리_관리_시스템_베터리_밸브_피드백,배터리_관리_시스템_배터리_밸브_요구_사항,배터리_관리_시스템_고전압_팩_전류,배터리_관리_시스템_고전압_팩_전압,배터리_관리_시스템_전동식워터펌프속도,배터리_관리_시스템_전력전자_밸브_피드백,배터리_관리_시스템_전력전자_밸브_요구_사항,배터리_관리_시스템_온도01,배터리_관리_시스템_온도02,배터리_관리_시스템_온도03,배터리_관리_시스템_온도04,배터리_관리_시스템_온도05,클러스터_주행거리,마이크로컨트롤_유닛_모터_속도,마이크로컨트롤_유닛_모터_토크_실제,차량제어기_브레이크_스위치,motor_speed,pack_current,decel,regen,regen_event
49.4,51.0,1,9.6,9.5,0,27.5,34.0,0,33,0,0,0,2.5,368.8,1080,0,0,32,33,32,33,33,13938,4757,-0.6,0,49.39284014,2.5,0,0,0
49.4,49.79999924,1,9.6,9.5,0,27.5,34.0,0,33,0,0,0,28.3,368.1,1080,0,0,32,33,32,33,33,13938,4771,11.8,0,49.35579929,28.3,0,0,0
49.4,50.5,1,9.4,9.5,0,27.5,34.0,0,33,0,0,0,30.0,368.0,1080,0,0,32,33,32,33,33,13938,4828,16.4,0,49.42988099,30.0,0,0,0
49.7,51.0,1,9.4,9.5,0,27.5,34.0,0,33,0,0,0,13.9,368.3,1080,0,0,32,33,32,33,33,13938,4876,8.1,0,49.70768028,13.9,0,0,0
50.2,51.09999847,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,14.2,368.5,1080,0,0,32,33,32,33,33,13938,4923,3.9,0,50.18920071,14.2,0,0,0
50.8,50.59999847,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,-44.2,369.2,1080,0,0,32,33,32,33,33,13938,4885,-33.6,0,50.80036057,-44.2,0,1,0
50.9,49.70000076,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,-39.0,370.1,1080,0,0,32,33,32,33,33,13938,4724,-31.0,0,50.91147958,-39.0,0,1,0
50.4,49.0,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,-20.9,369.6,1060,0,0,32,33,32,33,33,13938,4595,-15.4,0,50.42995915,-20.9,0,1,0
48.8,48.5,1,9.6,9.5,0,27.5,34.0,0,33,0,0,0,4.4,368.9,1080,0,0,32,33,32,33,33,13938,4597,1.2,0,48.80020071,4.4,0,0,0
47.9,47.40000153,1,9.4,9.5,0,27.5,34.0,0,33,0,0,0,16.3,368.4,1060,0,0,32,33,32,33,33,13938,4592,9.6,0,47.85568028,16.3,0,0,0
47.8,48.09999847,1,9.4,9.5,0,27.5,34.0,0,33,0,0,0,19.6,368.3,1060,0,0,32,33,32,33,33,13938,4635,13.0,0,47.80011901,19.6,0,0,0
48.2,48.40000153,1,9.6,9.5,0,27.5,34.0,0,33,0,0,0,21.6,368.3,1060,0,0,32,33,32,33,33,13938,4672,10.3,0,48.17052042,21.6,0,0,0
48.2,48.40000153,1,9.6,9.5,0,27.5,34.0,0,33,0,0,0,19.3,368.2,1060,0,0,32,33,32,33,33,13938,4704,12.2,0,48.17052042,19.3,0,0,0
48.7,48.79999924,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,19.3,368.3,1060,0,0,32,33,32,33,33,13938,4715,9.6,0,48.74463943,19.3,0,0,0
49.4,48.90000153,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,44.4,367.7,1060,0,0,32,33,32,33,33,13938,4772,18.2,0,49.41136057,44.4,0,0,0
49.4,48.90000153,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,40.6,367.5,1060,0,0,32,33,32,33,33,13938,4853,25.6,0,49.41136057,40.6,0,0,0
50.3,49.29999924,1,9.4,9.5,0,28.0,34.0,0,33,0,0,0,67.5,366.9,1060,0,0,32,33,32,33,33,13938,4980,39.8,0,50.30031972,67.5,0,0,0
50.3,49.29999924,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,67.3,366.8,1060,0,0,32,33,32,33,33,13938,5159,38.6,0,50.30031972,67.3,0,0,0
51.8,48.79999924,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,54.8,367.1,1060,0,0,32,33,32,33,33,13938,5255,30.9,0,51.83747958,54.8,0,0,0
54.4,47.59999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,32.2,367.4,1060,0,0,32,33,32,33,33,13938,5339,12.5,0,54.41175845,32.2,0,0,0
54.4,47.59999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,30.5,367.7,1060,0,0,32,33,32,33,33,13938,5384,14.4,0,54.41175845,30.5,0,0,0
55.3,47.29999924,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,29.2,367.7,1060,0,0,32,33,32,33,33,13938,5438,13.1,0,55.28220071,29.2,0,0,0
55.7,46.59999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,29.5,367.8,1060,0,0,32,33,32,33,33,13938,5495,9.9,0,55.68963943,29.5,0,0,0
56.3,46.59999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,13.7,367.9,1060,0,0,32,33,32,33,33,13938,5512,5.4,0,56.31931972,13.7,0,0,0
56.9,47.70000076,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,10.6,368.3,1060,0,0,32,33,32,33,33,13938,5429,-27.7,0,56.85640141,10.6,0,0,0
56.8,48.09999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,-40.3,369.8,1060,0,0,32,33,32,33,33,13938,5280,-30.5,0,56.83788099,-40.3,0,1,0
56.8,48.09999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,-46.2,370.0,1060,0,0,32,33,32,33,33,13938,5108,-33.9,1,56.83788099,-46.2,0,1,0
53.1,45.90000153,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,-37.6,369.9,1060,0,0,32,33,32,33,33,13938,4971,-19.7,0,53.05979929,-37.6,0,1,0
53.1,45.90000153,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,-7.9,369.3,1060,0,0,32,33,32,33,33,13938,4955,18.6,0,53.05979929,-7.9,0,1,0
51.3,45.59999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,23.8,368.0,1060,0,0,32,33,32,33,33,13938,4994,12.4,0,51.26336057,23.8,0,0,0
51.3,45.59999847,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,24.7,368.0,1060,0,0,32,33,32,33,33,13938,5059,24.9,0,51.26336057,24.7,0,0,0
52.2,44.5,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,79.4,366.4,1060,0,0,32,33,32,33,33,13938,5176,48.3,0,52.15231972,79.4,0,0,0
52.2,44.5,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,80.1,366.3,1060,0,0,32,33,32,33,33,13938,5359,44.8,0,52.15231972,80.1,0,0,0
55.2,44.29999924,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,70.4,366.4,1060,0,0,32,33,32,33,33,13938,5515,39.3,0,55.1710817,70.4,0,0,0
55.2,44.29999924,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,44.3,366.7,1060,0,0,32,33,32,33,33,13938,5586,19.4,0,55.1710817,44.3,0,0,0
56.8,44.20000076,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,34.5,367.3,1060,0,0,32,33,32,33,33,13938,5586,19.4,0,56.83788099,34.5,0,0,0
58.7,45.40000153,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,23.1,367.8,1060,0,0,32,33,32,33,33,13938,5637,18.5,0,58.65284014,23.1,0,0,0
58.7,45.40000153,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,32.9,367.7,1060,0,0,32,33,32,33,33,13938,5633,12.8,0,58.65284014,32.9,0,0,0
58.6,43.70000076,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,45.3,367.2,1060,0,0,32,33,32,33,33,13938,5635,20.4,0,58.56024155,45.3,0,0,0
58.6,43.70000076,1,9.6,9.5,0,28.0,33.5,0,33,0,0,0,40.1,367.1,1060,0,0,32,33,32,33,33,13938,5672,20.7,0,58.56024155,40.1,0,0,0
59.1,44.09999847,1,9.6,9.5,0,28.0,33.5,0,33,0,0,0,32.4,367.2,1060,0,0,32,33,32,33,33,13938,5690,21.5,0,59.06027887,32.4,0,0,0
59.1,44.09999847,1,9.6,9.5,0,28.0,33.5,0,33,0,0,0,26.0,367.7,1060,0,0,32,33,32,33,33,13938,5679,8.5,0,59.06027887,26.0,0,0,0
59.1,44.0,1,9.6,9.5,0,28.0,33.5,0,33,0,0,0,25.4,367.7,1060,0,0,32,33,32,33,33,13938,5660,11.0,0,59.07879929,25.4,0,0,0
59.0,44.79999924,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,28.7,367.7,1060,0,0,32,33,32,33,33,13938,5652,10.3,0,59.02324155,28.7,0,0,0
58.7,44.90000153,1,9.6,9.5,0,28.0,34.0,0,33,0,0,0,20.2,367.8,1060,0,0,32,33,32,33,33,13938,5586,7.2,0,58.70840141,20.2,0,0,0
58.3,45.20000076,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,33.4,367.4,1060,0,0,32,33,32,33,33,13938,5568,16.7,0,58.30095915,33.4,0,0,0
58.0,44.59999847,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,35.2,367.5,1060,0,0,32,33,32,33,33,13938,5590,16.5,0,58.00463943,35.2,0,0,0
58.0,44.79999924,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,38.3,367.4,1060,0,0,32,33,32,33,33,13939,5595,12.9,0,58.04168028,38.3,0,0,0
58.0,44.79999924,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-46.8,369.6,1060,0,0,32,33,32,33,33,13939,5501,-14.3,0,58.04168028,-46.8,0,1,0
57.9,45.09999847,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-36.6,369.8,1060,0,0,32,33,32,33,33,13939,5296,-30.9,0,57.91204085,-36.6,0,1,0
56.2,45.29999924,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-26.2,369.0,1060,0,0,32,33,32,33,33,13939,5093,-20.3,0,56.22672113,-26.2,0,1,0
54.0,45.79999924,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-39.2,369.8,1060,0,0,32,33,32,33,33,13939,4905,-27.7,0,53.98579929,-39.2,0,1,0
52.1,45.79999924,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-41.7,369.8,1060,0,0,32,33,32,33,33,13939,4710,-33.2,1,52.05972113,-41.7,0,1,0
50.1,45.40000153,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-34.4,369.9,1060,0,0,32,33,32,33,33,13939,4474,-30.0,0,50.05956127,-34.4,0,1,0
46.1,45.79999924,1,9.8,9.0,0,28.0,34.0,0,33,0,0,0,-22.1,369.4,1060,0,0,32,33,32,33,33,13939,4363,-23.2,0,46.05924155,-22.1,0,1,0
46.1,45.79999924,1,9.8,9.0,0,28.0,34.0,0,33,0,0,0,-34.8,369.7,1060,0,0,32,33,32,33,33,13939,4197,-30.8,0,46.05924155,-34.8,0,1,0
44.8,45.5,1,9.8,9.0,0,28.5,34.0,0,33,0,0,0,-31.1,369.8,1060,0,0,32,33,32,33,33,13939,4058,-32.3,1,44.81840141,-31.1,0,1,0
41.4,44.40000153,1,9.6,9.0,0,28.5,34.0,0,33,0,0,0,-38.0,369.9,1060,0,0,32,33,32,33,33,13939,3874,-37.8,1,41.37368028,-38.0,0,1,0
41.4,44.40000153,1,9.6,9.0,0,28.5,34.0,0,33,0,0,0,-45.5,370.1,1060,0,0,32,33,32,33,33,13939,3554,-49.8,1,41.37368028,-45.5,0,1,0
35.4,43.59999847,1,9.6,9.0,0,28.5,34.0,0,33,0,0,0,-59.3,370.6,1060,0,0,32,33,32,33,33,13939,3065,-75.3,1,35.37320071,-59.3,0,1,0
35.4,43.59999847,1,9.6,9.0,0,28.0,34.0,0,33,0,0,0,-50.0,370.5,1060,0,0,32,33,32,33,33,13939,2439,-77.1,1,35.37320071,-50.0,0,1,0
23.3,43.0,1,9.8,9.0,0,28.0,34.0,0,33,0,0,0,-37.4,370.2,1060,0,0,32,33,32,33,33,13939,1805,-78.8,1,23.26112078,-37.4,0,1,0
23.3,43.0,1,9.8,9.0,0,28.0,34.0,0,33,0,0,0,-25.3,369.8,1060,0,0,32,33,32,33,33,13939,1177,-77.2,1,23.26112078,-25.3,0,1,0
10.3,43.90000153,1,10.0,9.0,0,28.0,34.0,0,33,0,0,0,-9.9,369.4,1060,0,0,32,33,32,33,33,13939,613,-67.8,1,10.29711989,-9.9,0,1,0
4.7,44.29999924,1,10.0,9.0,0,28.0,34.0,0,33,0,0,0,2.8,368.9,1060,0,0,32,33,32,33,33,13939,155,-33.6,1,4.685559947,2.8,0,0,0
4.7,44.29999924,1,10.0,9.0,0,28.0,34.0,0,33,0,0,0,3.5,368.9,1080,0,0,32,33,32,33,33,13939,12,3.2,1,4.685559947,3.5,0,0,0
4.1,44.40000153,1,10.2,8.5,0,27.5,34.0,0,33,0,0,0,11.4,368.5,1080,0,0,32,33,32,33,33,13939,617,43.8,0,4.092920071,11.4,0,0,0
4.1,44.40000153,1,10.2,8.5,0,27.5,34.0,0,33,0,0,0,14.9,368.4,1100,0,0,32,33,32,33,33,13939,839,47.7,0,4.092920071,14.9,0,0,0
8.7,44.40000153,1,10.0,8.5,0,27.5,34.0,0,33,0,0,0,16.0,368.4,1080,0,0,32,33,32,33,33,13939,1065,37.3,0,8.667359682,16.0,0,0,0
8.7,44.40000153,1,10.0,8.5,0,27.5,34.0,0,33,0,0,0,15.4,368.3,1080,0,0,32,33,32,33,33,13939,1264,30.2,0,8.667359682,15.4,0,0,0
11.0,44.29999924,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,14.3,368.4,1080,0,0,32,33,32,33,33,13939,1427,24.4,0,10.96384014,14.3,0,0,0
14.6,44.20000076,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,13.8,368.4,1080,0,0,32,33,32,33,33,13939,1559,21.3,0,14.61227975,13.8,0,0,0
14.6,44.20000076,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,13.3,368.4,1080,0,0,32,33,32,33,33,13939,1675,17.3,0,14.61227975,13.3,0,0,0
16.0,44.09999847,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,14.2,368.4,1080,0,0,32,33,32,33,33,13939,1841,42.6,0,16.00128064,14.2,0,0,0
17.2,44.0,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,31.2,367.9,1080,0,0,32,33,32,33,33,13939,1841,42.6,0,17.20507993,31.2,0,0,0
21.1,43.70000076,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,35.5,367.8,1100,0,0,32,33,32,33,33,13939,2071,50.2,0,21.13131972,35.5,0,0,0
23.7,43.59999847,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,37.6,367.7,1100,0,0,32,33,32,33,33,13939,2344,47.6,0,23.66855951,37.6,0,0,0
23.7,43.59999847,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,37.4,367.6,1100,0,0,32,33,32,33,33,13939,2572,42.9,0,23.66855951,37.4,0,0,0
26.1,43.40000153,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,36.8,367.6,1100,0,0,32,33,32,33,33,13939,2771,38.9,0,26.09468028,36.8,0,0,0
28.2,43.09999847,1,9.8,8.5,0,27.0,34.0,0,33,0,0,0,45.4,367.4,1100,0,0,32,33,32,33,33,13939,2968,47.5,0,28.243,45.4,0,0,0
32.4,42.70000076,1,9.8,8.5,0,26.5,34.0,0,33,0,0,0,44.5,367.3,1100,0,0,32,33,32,33,33,13939,3170,44.5,0,32.39147958,44.5,0,0,0
32.4,42.70000076,1,9.8,8.5,0,26.5,34.0,0,33,0,0,0,35.8,367.5,1100,0,0,32,33,32,33,33,13939,3363,39.5,0,32.39147958,35.8,0,0,0
35.9,42.40000153,1,9.8,8.5,0,26.5,34.0,0,33,0,0,0,31.0,367.6,1100,0,0,32,33,32,33,33,13939,3512,30.4,0,35.91027887,31.0,0,0,0
35.9,42.40000153,1,9.8,8.5,0,26.5,34.0,0,33,0,0,0,45.9,367.3,1120,0,0,32,33,32,33,33,13939,3605,24.7,0,35.91027887,45.9,0,0,0
37.1,42.29999924,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,52.7,367.1,1120,0,0,32,33,32,33,33,13939,3721,34.7,0,37.09556127,52.7,0,0,0
39.6,41.70000076,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,71.5,366.6,1120,0,0,32,33,32,33,33,13939,3875,55.9,0,39.57724155,71.5,0,0,0
39.6,41.70000076,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,36.9,367.4,1120,0,0,32,33,32,33,33,13939,4052,45.1,0,39.57724155,36.9,0,0,0
41.6,41.79999924,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,25.0,367.5,1120,0,0,32,33,32,33,33,13939,4126,20.6,0,41.55888099,25.0,0,0,0
42.7,41.90000153,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,5.0,368.2,1120,0,0,32,33,32,33,33,13939,4110,1.6,0,42.74415986,5.0,0,0,0
42.7,41.90000153,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,7.4,368.3,1120,0,0,32,33,32,33,33,13939,4054,0.2,0,42.74415986,7.4,0,0,0
41.7,42.0,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,21.5,367.8,1120,0,0,32,33,32,33,33,13939,3993,13.4,0,41.65147958,21.5,0,0,0
41.5,42.79999924,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,52.1,367.1,1140,0,0,32,33,32,33,33,13939,4015,38.6,0,41.54036057,52.1,0,0,0
41.5,42.79999924,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,67.8,366.4,1140,0,0,32,33,32,33,33,13939,4142,52.2,0,41.54036057,67.8,0,0,0
43.6,42.59999847,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,72.7,366.3,1140,0,0,32,33,32,33,33,13939,4277,53.4,0,43.63311901,72.7,0,0,0
45.2,42.5,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,73.5,366.3,1140,0,0,32,33,32,33,33,13939,4424,50.2,0,45.15175845,73.5,0,0,0
45.2,42.5,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,65.0,366.5,1140,0,0,32,33,32,33,33,13939,4537,45.1,0,45.15175845,65.0,0,0,0
46.4,43.59999847,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,41.8,367.0,1140,0,0,32,33,32,33,33,13939,4562,27.0,0,46.42963943,41.8,0,0,0
47.3,44.5,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,39.5,367.0,1140,0,0,32,33,32,33,33,13939,4592,25.0,0,47.28156127,39.5,0,0,0
47.7,44.0,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,18.5,367.7,1140,0,0,32,33,32,33,33,13939,4606,26.7,0,47.74456127,18.5,0,0,0
47.7,44.0,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,22.8,367.6,1160,0,0,32,33,32,33,33,13939,4572,9.9,0,47.74456127,22.8,0,0,0
47.7,44.09999847,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,25.7,367.4,1160,0,0,32,33,32,33,33,13939,4543,14.3,0,47.70752042,25.7,0,0,0
47.3,45.29999924,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,5.4,368.0,1160,0,0,32,33,32,33,33,13939,4513,3.4,0,47.33711901,5.4,0,0,0
47.2,45.5,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,40.2,367.4,1160,0,0,32,33,32,33,33,13939,4453,22.3,0,47.24452042,40.2,0,0,0
46.6,45.59999847,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,40.7,367.1,1160,0,0,32,33,32,33,33,13939,4499,25.0,0,46.61484014,40.7,0,0,0
46.2,45.29999924,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,53.5,366.8,1160,0,0,32,33,32,33,33,13939,4567,35.5,0,46.18888099,53.5,0,0,0
47.0,45.20000076,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,63.8,366.5,1160,0,0,32,33,32,33,33,13939,4685,42.0,0,46.96672113,63.8,0,0,0
47.8,44.5,1,9.8,8.0,0,26.5,34.0,0,33,0,0,0,43.2,366.6,1160,0,0,32,33,32,33,33,13939,4804,18.9,0,47.78159859,43.2,0,0,0
50.2,43.90000153,1,10.0,8.0,0,26.5,34.0,0,33,0,0,0,-3.0,367.9,1160,0,0,32,33,32,33,33,13939,4789,-17.0,0,50.22624155,-3.0,0,1,0
49.6,43.59999847,1,10.0,8.0,0,26.5,34.0,0,33,0,0,0,-27.1,369.1,1160,0,0,32,33,32,33,33,13939,4683,-26.9,0,49.57804085,-27.1,0,1,0
48.3,43.79999924,1,10.0,8.0,0,26.5,34.0,0,33,0,0,0,-37.9,369.4,1160,0,0,32,33,32,33,33,13939,4521,-31.8,0,48.31868028,-37.9,0,1,0
48.3,43.79999924,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-35.2,369.4,1160,0,0,32,33,32,33,33,13939,4368,-30.1,0,48.31868028,-35.2,0,1,0
45.1,42.09999847,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-34.3,369.4,1160,0,0,32,33,32,33,33,13939,4227,-27.8,0,45.09620071,-34.3,0,1,0
45.1,42.09999847,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,9.4,368.6,1160,0,0,32,33,32,33,33,13939,4291,36.5,0,45.09620071,9.4,0,0,0
43.8,42.70000076,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-3.7,367.7,1140,0,0,32,33,32,33,33,13939,4443,35.5,0,43.79979929,-3.7,0,1,0
44.9,43.5,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-33.1,369.4,1160,0,0,32,33,32,33,33,13939,4345,-31.5,0,44.85543873,-33.1,0,1,0
45.0,42.79999924,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-13.1,369.3,1140,0,0,32,33,32,33,33,13939,4194,-25.4,0,45.02211901,-13.1,0,1,0
45.0,42.79999924,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,21.0,368.2,1160,0,0,32,33,32,33,33,13939,4189,9.6,0,45.02211901,21.0,0,0,0
43.5,42.70000076,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,19.9,367.9,1160,0,0,32,33,32,33,33,13939,4204,11.5,0,43.54052042,19.9,0,0,0
44.0,42.20000076,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-12.3,368.3,1140,0,0,32,33,32,33,33,13939,4205,-17.1,0,43.96647958,-12.3,0,1,0
44.0,42.20000076,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-25.5,369.2,1140,0,0,32,33,32,33,33,13939,4095,-27.8,0,43.96647958,-25.5,0,1,0
43.6,42.29999924,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-34.1,369.3,1160,0,0,32,33,32,33,33,13939,3991,-30.8,0,43.57756127,-34.1,0,1,0
42.7,42.09999847,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-43.9,369.8,1140,0,0,32,33,32,33,33,13939,3777,-52.5,1,42.65156127,-43.9,0,1,0
39.0,40.59999847,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-44.2,369.9,1140,0,0,32,33,32,33,33,13939,3477,-51.3,1,39.04015986,-44.2,0,1,0
35.9,40.70000076,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,-28.2,369.6,1140,0,0,32,33,32,33,33,13939,3231,-32.4,1,35.92879929,-28.2,0,1,0
33.8,40.5,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,3.6,368.7,1140,0,0,32,33,32,33,33,13939,3272,15.8,0,33.799,3.6,0,0,0
33.9,40.40000153,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,5.6,368.4,1140,0,0,32,33,32,33,33,13939,3307,-7.3,0,33.85456127,5.6,0,0,0
33.9,40.40000153,1,10.2,8.0,0,27.0,34.0,0,33,0,0,0,23.4,368.5,1140,0,0,32,33,32,33,33,13939,3331,-24.3,0,33.85456127,23.4,0,0,0
34.5,39.90000153,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-24.4,369.4,1140,0,0,32,33,32,33,33,13939,3222,-32.3,0,34.48424155,-24.4,0,1,0
34.9,39.5,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-24.7,369.4,1140,0,0,32,33,32,33,33,13939,3036,-44.5,1,34.89168028,-24.7,0,1,0
33.6,39.0,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,-33.1,369.7,1140,0,0,32,33,32,33,33,13939,2821,-28.3,1,33.55824155,-33.1,0,1,0
32.6,38.70000076,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,18.1,368.5,1140,0,0,32,33,32,33,33,13939,2778,14.3,0,32.61372113,18.1,0,0,0
30.3,38.70000076,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,20.5,368.3,1160,0,0,32,33,32,33,33,13939,2827,20.7,0,30.33575845,20.5,0,0,0
29.5,38.59999847,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,24.4,368.1,1160,0,0,32,33,32,33,33,13939,2953,31.7,0,29.46531972,24.4,0,0,0
30.3,38.29999924,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,51.2,367.7,1160,0,0,32,33,32,33,33,13939,3043,41.0,0,30.31724155,51.2,0,0,0
30.3,38.29999924,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,65.1,366.8,1160,0,0,32,33,32,33,33,13939,3296,55.9,0,30.31724155,65.1,0,0,0
33.9,38.20000076,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,84.4,366.0,1160,0,0,32,33,32,33,33,13939,3296,55.9,0,33.89159859,84.4,0,0,0
33.9,38.20000076,1,10.0,8.0,0,27.0,34.0,0,33,0,0,0,76.0,366.4,1160,0,0,32,33,32,33,33,13939,3624,77.4,0,33.89159859,76.0,0,0,0
39.6,37.90000153,1,10.0,7.5,0,27.0,34.0,0,33,0,0,0,68.5,366.5,1160,0,0,32,33,32,33,33,13939,3901,67.5,0,39.63279929,68.5,0,0,0
41.8,38.70000076,1,9.8,7.5,0,27.0,34.0,0,33,0,0,0,69.7,366.4,1160,0,0,32,33,32,33,33,13939,4053,50.9,0,41.78111901,69.7,0,0,0
41.8,38.70000076,1,9.8,7.5,0,27.0,34.0,0,33,0,0,0,65.0,366.5,1160,0,0,32,33,32,33,33,13939,4264,47.2,0,41.78111901,65.0,0,0,0
43.6,39.29999924,1,9.8,7.5,0,27.5,34.0,0,33,0,0,0,-30.1,369.1,1160,0,0,32,33,32,33,33,13939,4316,-1.1,0,43.63311901,-30.1,0,1,0
44.0,38.09999847,1,9.8,7.5,0,27.5,34.0,0,33,0,0,0,-30.4,369.3,1160,0,0,32,33,32,33,33,13939,4171,-32.0,0,44.00352042,-30.4,0,1,0
44.0,38.09999847,1,9.8,7.5,0,27.5,34.0,0,33,0,0,0,-21.9,369.0,1160,0,0,32,33,32,33,33,13939,4005,-22.4,0,44.00352042,-21.9,0,1,0
40.5,38.5,1,9.8,7.5,0,27.5,34.0,0,33,0,0,0,-29.3,369.2,1180,0,0,32,33,32,33,33,13939,3832,-31.6,1,40.54027887,-29.3,0,1,0
